Time,Left Ankle Angles - X,Left Ankle Angles - Y,Left Ankle Angles - Z,Left Hip Angle - X,Left Hip Angle - Y,Left Hip Angle - Z,Left Pelvic Angles - X,Left Pelvic Angles - Y,Left Pelvic Angles - Z,Left Knee Angle - X,Left Knee Angle - Y,Left Knee Angle - Z,Right Ankle Angles - X,Right Ankle Angles - Y,Right Ankle Angles - Z,Right Hip Angle - X,Right Hip Angle - Y,Right Hip Angle - Z,Right Knee Angle - X,Right Knee Angle - Y,Right Knee Angle - Z,Right Pelvic Angles - X,Right Pelvic Angles - Y,Right Pelvic Angles - Z
0.0,-28.3873,-0.78645,13.41071,48.89309,0.63006,1.42864,14.38914,0.68665,-3.74818,87.46353,2.08908,-11.04936,-25.18048,13.16821,-6.57334,9.28278,4.34855,1.97912,25.26745,-5.36938,-5.83982,14.38914,-0.68665,3.74818
0.0033333333333333,-29.22004,2.30517,8.81949,49.07828,1.30912,1.76789,14.38861,0.34659,-3.99989,85.78198,1.5691,-11.27632,-26.67283,12.7838,-5.95695,8.48724,3.78234,1.92223,24.47283,-5.60676,-6.40646,14.38861,-0.34659,3.99989
0.0066666666666666,-29.44291,5.12702,4.3492,49.25655,1.95406,2.066,14.39655,0.01687,-4.23275,84.04734,1.0978,-11.52024,-28.23203,12.41865,-5.3284,7.6833,3.21947,1.89098,23.6585,-5.85395,-7.01528,14.39655,-0.01687,4.23275
0.01,-29.25726,7.27,0.66338,49.4171,2.53648,2.29598,14.4157,-0.28955,-4.43059,82.27338,0.70174,-11.76726,-29.85048,12.11186,-4.69309,6.88929,2.67704,1.9127,22.83662,-6.1047,-7.67123,14.4157,0.28955,4.43059
0.0133333333333333,-28.9766,8.64293,-1.89945,49.54898,3.05503,2.44122,14.4454,-0.57143,-4.59961,80.4613,0.4026,-12.00148,-31.51871,11.87141,-4.06539,6.11421,2.16533,1.99183,22.01119,-6.34242,-8.37215,14.4454,0.57143,4.59961
0.0166666666666666,-28.80623,9.38148,-3.35744,49.64193,3.51958,2.49815,14.48211,-0.82955,-4.74864,78.61207,0.20947,-12.20718,-33.23011,11.68015,-3.4536,5.36097,1.69618,2.12338,21.18223,-6.5456,-9.11476,14.48211,0.82955,4.74864
0.02,-28.80595,9.68835,-3.93041,49.68875,3.94031,2.4724,14.52213,-1.06201,-4.87725,76.73021,0.1183,-12.3782,-34.97136,11.51848,-2.85227,4.63063,1.28477,2.30779,20.35087,-6.69621,-9.90026,14.52213,1.06201,4.87725
0.0233333333333333,-28.95255,9.74111,-3.89109,49.68582,4.32568,2.37356,14.56295,-1.26531,-4.97837,74.81858,0.11565,-12.52284,-36.71722,11.37865,-2.24374,3.92511,0.94637,2.55085,19.52354,-6.78029,-10.73458,14.56295,1.26531,4.97837
0.0266666666666666,-29.19144,9.67165,-3.50566,49.63385,4.68868,2.2122,14.60447,-1.43904,-5.05428,72.87361,0.18601,-12.64705,-38.43607,11.26295,-1.61308,3.2481,0.68895,2.84487,18.71404,-6.78697,-11.61739,14.60447,1.43904,5.05428
0.03,-29.46647,9.57225,-3.01193,49.5358,5.04692,1.99869,14.64775,-1.5867,-5.12197,70.88686,0.31876,-12.73342,-40.09821,11.17635,-0.9636,2.60279,0.51035,3.16045,17.94072,-6.71209,-12.52907,14.64775,1.5867,5.12197
0.0333333333333333,-29.73286,9.50128,-2.5941,49.39504,5.41346,1.74117,14.69274,-1.71225,-5.20084,68.85317,0.50996,-12.74786,-41.68373,11.1234,-0.32368,1.98916,0.40157,3.45923,17.22023,-6.564,-13.42626,14.69274,1.71225,5.20084
0.0366666666666666,-29.96118,9.4824,-2.35655,49.21392,5.79131,1.44521,14.73726,-1.81834,-5.3059,66.77584,0.76085,-12.66063,-43.18564,11.10867,0.26226,1.40332,0.35188,3.70503,16.56347,-6.36156,-14.25358,14.73726,1.81834,5.3059
0.04,-30.13816,9.51004,-2.3203,48.99591,6.17168,1.1146,14.77953,-1.90536,-5.44192,64.66212,1.073,-12.46291,-44.60184,11.14035,0.75677,0.8413,0.35265,3.87393,15.97674,-6.12496,-14.96001,14.77953,1.90536,5.44192
0.0433333333333333,-30.26549,9.56538,-2.44305,48.74674,6.54076,0.75861,14.81935,-1.97205,-5.60465,62.51879,1.43981,-12.1671,-45.92721,11.23115,1.14637,0.30151,0.39816,3.95644,15.46358,-5.86809,-15.51097,14.81935,1.97205,5.60465
0.0466666666666666,-30.3528,9.63554,-2.64808,48.47191,6.88882,0.39801,14.85707,-2.01694,-5.78556,60.35086,1.84134,-11.79862,-47.15335,11.39718,1.44029,-0.21577,0.48312,3.9555,15.02718,-5.59795,-15.89198,14.85707,2.01694,5.78556
0.05,-30.41351,9.72009,-2.84786,48.17487,7.20969,0.06136,14.89241,-2.0389,-5.97499,58.16375,2.24746,-11.3834,-48.27224,11.65311,1.65375,-0.70823,0.60116,3.88757,14.67251,-5.32348,-16.10867,14.89241,2.0389,5.97499
0.0533333333333333,-30.45991,9.82813,-2.9694,47.85521,7.49696,-0.22199,14.92368,-2.03778,-6.16363,55.96338,2.62381,-10.94325,-49.27628,12.00813,1.79781,-1.17193,0.74268,3.78014,14.40744,-5.05969,-16.18342,14.92368,2.03778,6.16363
0.0566666666666666,-30.49699,9.97107,-2.97567,47.50831,7.74328,-0.42214,14.94749,-2.01382,-6.34285,53.75615,2.93457,-10.49964,-50.15627,12.46229,1.87721,-1.60315,0.89687,3.66631,14.24126,-4.82419,-16.14959,14.94749,2.01382,6.34285
0.06,-30.52256,10.15533,-2.86636,47.12709,7.94294,-0.50795,14.95913,-1.96777,-6.50723,51.54865,3.14547,-10.07804,-50.89981,13.00215,1.89434,-2.00066,1.05427,3.5728,14.18199,-4.63158,-16.04158,14.95913,1.96777,6.50723
