PEL_1 X,PEL_1 Y,PEL_1 Z,PEL_2 X,PEL_2 Y,PEL_2 Z,PEL_3 X,PEL_3 Y,PEL_3 Z,PEL_4 X,PEL_4 Y,PEL_4 Z,R_TH1 X,R_TH1 Y,R_TH1 Z,R_TH2 X,R_TH2 Y,R_TH2 Z,R_TH3 X,R_TH3 Y,R_TH3 Z,R_TH4 X,R_TH4 Y,R_TH4 Z,R_SK1 X,R_SK1 Y,R_SK1 Z,R_SK2 X,R_SK2 Y,R_SK2 Z,R_SK3 X,R_SK3 Y,R_SK3 Z,R_SK4 X,R_SK4 Y,R_SK4 Z,R_FCC1 X,R_FCC1 Y,R_FCC1 Z,R_FCC2 X,R_FCC2 Y,R_FCC2 Z,R_FCL X,R_FCL Y,R_FCL Z,L_TH1 X,L_TH1 Y,L_TH1 Z,L_TH2 X,L_TH2 Y,L_TH2 Z,L_TH3 X,L_TH3 Y,L_TH3 Z,L_TH4 X,L_TH4 Y,L_TH4 Z,L_SK1 X,L_SK1 Y,L_SK1 Z,L_SK2 X,L_SK2 Y,L_SK2 Z,L_SK3 X,L_SK3 Y,L_SK3 Z,L_SK4 X,L_SK4 Y,L_SK4 Z,L_FCC1 X,L_FCC1 Y,L_FCC1 Z,L_FCC2 X,L_FCC2 Y,L_FCC2 Z,L_FCL X,L_FCL Y,L_FCL Z,R_BP X,R_BP Y,R_BP Z,R_AKL_OUT X,R_AKL_OUT Y,R_AKL_OUT Z,R_KNEE_OUT X,R_KNEE_OUT Y,R_KNEE_OUT Z,L_BP X,L_BP Y,L_BP Z,L_AKL_OUT X,L_AKL_OUT Y,L_AKL_OUT Z,L_KNEE_OUT X,L_KNEE_OUT Y,L_KNEE_OUT Z,Unnamed: 96
1132.963,682.509,1180.531,1125.557,713.049,1186.147,1095.389,729.089,1111.675,1090.733,702.562,1102.212,1138.313,537.462,820.828,1201.463,546.701,803.766,1146.491,542.373,731.788,1127.514,536.749,752.145,946.322,593.682,427.358,984.759,584.634,424.235,1011.754,599.014,413.804,939.332,607.589,359.1,802.43,699.287,230.862,764.827,717.99,202.2,775.867,675.432,193.018,1378.86,871.712,826.324,1341.465,885.092,824.01,1369.06,869.638,736.746,1389.158,870.155,758.194,1395.571,829.265,480.318,1377.529,852.541,507.878,1349.208,852.197,523.586,1317.715,843.397,438.405,1143.096,774.626,290.577,1110.231,776.652,262.329,1123.249,811.62,255.395,995.366,691.107,12.352,852.838,652.156,200.674,1079.335,597.855,559.027,1358.326,829.535,89.079,1202.324,828.39,274.867,1432.804,829.159,623.947,
1134.103,682.107,1183.151,1126.629,712.731,1188.854,1096.39,728.84,1114.406,1091.779,702.331,1104.912,1137.011,536.609,823.785,1199.928,546.332,806.113,1144.214,541.761,734.656,1125.527,536.014,755.264,941.318,592.891,431.345,979.228,584.441,428.574,1006.745,597.827,417.679,934.348,606.39,363.023,798.748,697.639,236.166,760.848,716.451,208.443,771.571,673.96,198.768,1378.914,871.265,828.664,1341.471,884.543,826.401,1368.794,868.693,739.102,1388.958,869.33,760.514,1399.277,828.288,480.432,1380.304,851.563,507.582,1351.576,851.374,522.476,1322.861,842.515,436.213,1153.563,773.614,283.113,1121.405,775.214,253.466,1134.608,809.92,246.69,985.586,690.839,11.049,848.184,650.797,204.378,1074.685,596.8,562.774,1374.838,828.196,87.97,1213.006,826.982,268.701,1432.523,827.567,625.636,
1135.189,681.763,1185.681,1127.553,712.354,1191.516,1097.31,728.561,1117.108,1092.76,702.065,1107.509,1135.798,535.791,826.671,1198.502,545.923,808.375,1142.117,541.141,737.478,1123.637,535.296,758.274,936.585,592.09,435.365,974.463,583.491,432.576,1002.02,596.713,421.59,929.582,605.239,366.956,795.44,695.923,241.345,757.014,714.786,214.677,767.402,672.396,204.572,1378.867,870.806,830.719,1341.377,883.948,828.538,1368.359,867.54,741.225,1388.592,867.426,762.334,1402.799,827.218,480.396,1382.942,851.5,507.157,1353.747,851.695,521.271,1327.98,841.658,433.911,1164.016,772.094,275.284,1132.704,773.637,244.594,1146.038,808.403,238.075,976.019,690.454,9.727,843.612,649.452,208.13,1070.367,595.92,566.387,1391.298,826.783,87.233,1223.46,825.937,263.108,1432.069,826.798,627.227,
1136.293,681.437,1188.141,1128.548,711.954,1193.981,1098.207,728.309,1119.678,1093.752,701.787,1110.024,1134.728,535.0,829.418,1197.166,545.578,810.574,1140.14,540.568,740.235,1121.861,534.589,761.164,932.45,591.147,439.181,970.371,582.07,436.362,997.75,595.479,425.466,925.097,604.118,370.78,792.4,694.131,246.392,753.244,713.056,220.781,763.124,670.767,210.23,1378.718,870.24,832.481,1341.148,883.173,830.414,1367.761,866.224,743.067,1388.141,867.308,764.262,1406.529,826.238,480.036,1385.577,850.901,506.819,1355.975,851.108,519.645,1333.074,840.859,431.528,1174.556,770.589,267.523,1144.051,771.953,235.859,1157.69,806.809,229.684,966.568,689.966,8.286,839.125,648.144,211.865,1066.313,595.094,569.91,1407.649,825.02,86.883,1234.615,824.387,256.784,1431.511,826.611,628.683,
1137.346,681.16,1190.482,1129.559,711.633,1196.368,1099.202,727.985,1122.115,1094.737,701.428,1112.383,1133.728,534.333,832.086,1195.998,545.08,812.703,1138.301,540.08,742.84,1120.26,533.994,763.975,928.234,590.345,442.956,966.098,581.246,440.126,993.476,594.601,429.101,920.824,603.028,374.537,789.104,692.379,251.501,749.602,711.367,226.853,759.117,669.105,215.961,1378.443,869.568,833.942,1340.816,882.271,831.975,1367.021,864.798,744.606,1387.539,866.081,765.722,1409.854,825.517,480.014,1388.13,850.187,505.956,1358.144,850.619,517.864,1338.118,840.089,429.064,1185.147,769.068,259.866,1155.707,770.508,227.414,1169.366,805.241,221.798,956.879,689.548,6.842,834.616,646.791,215.684,1062.646,594.266,573.266,1423.926,822.978,87.104,1245.497,822.968,251.0,1430.938,825.992,629.751,
1138.353,680.799,1192.672,1130.49,711.262,1198.657,1099.946,727.617,1124.395,1095.678,701.105,1114.652,1132.824,533.719,834.702,1194.936,544.646,814.724,1136.589,539.661,745.307,1118.784,533.443,766.664,924.333,589.472,446.661,962.184,580.437,443.692,989.555,593.744,432.545,916.774,601.916,378.201,785.699,690.637,256.515,745.872,709.689,232.768,755.063,667.448,221.529,1378.069,868.765,835.143,1340.371,881.25,833.295,1366.149,863.277,745.863,1386.826,864.755,766.882,1413.056,824.776,479.817,1390.664,849.824,505.462,1360.233,850.065,515.911,1343.072,839.348,426.547,1195.793,767.636,252.433,1167.47,769.154,219.194,1181.005,803.887,214.517,947.103,688.959,5.388,830.088,645.417,219.499,1059.297,593.568,576.482,1440.488,821.329,87.693,1256.42,821.828,245.427,1430.21,825.396,630.558,
1139.422,680.52,1194.829,1131.436,710.947,1200.786,1100.79,727.236,1126.536,1096.629,700.739,1116.778,1132.09,533.127,837.149,1194.223,543.799,816.338,1135.061,539.292,747.701,1117.414,532.989,769.268,920.711,588.578,450.202,958.548,579.629,447.163,985.882,592.951,435.859,912.957,600.878,381.791,782.143,688.912,261.477,742.045,708.111,238.677,750.896,666.017,227.031,1377.579,867.828,836.036,1339.81,880.096,834.329,1365.194,861.755,746.847,1385.976,863.381,767.752,1416.081,824.126,479.512,1393.03,849.194,504.391,1362.267,849.495,513.805,1347.996,838.701,423.99,1206.53,766.297,245.112,1179.245,767.795,211.111,1193.07,802.465,206.641,937.131,688.394,3.945,825.455,644.054,223.368,1056.306,592.933,579.552,1456.566,819.087,88.266,1267.371,820.36,239.942,1429.36,824.897,631.085,
1140.327,680.269,1196.818,1132.331,710.718,1202.771,1101.558,726.928,1128.566,1097.463,700.358,1118.765,1131.454,532.663,839.522,1193.402,543.419,818.202,1133.669,538.994,750.005,1116.282,532.567,771.698,917.354,587.592,453.67,955.261,578.823,450.433,982.475,592.244,438.99,909.334,599.841,385.271,778.551,687.428,266.42,738.143,706.875,244.503,746.624,664.715,232.452,1376.966,866.738,836.637,1339.15,878.866,835.078,1364.224,859.952,747.617,1385.009,861.982,768.323,1418.706,823.537,479.458,1395.248,848.543,503.096,1364.213,848.98,511.553,1352.827,838.099,421.367,1217.232,765.089,238.077,1191.058,766.422,203.14,1205.112,801.005,198.839,926.891,688.023,2.854,820.727,642.745,227.284,1053.648,592.419,582.38,1472.377,816.568,89.196,1278.345,818.981,234.627,1428.326,824.476,631.319,
1141.295,680.041,1198.643,1133.141,710.451,1204.621,1102.368,726.583,1130.441,1098.311,699.999,1120.639,1130.981,532.192,841.675,1192.739,543.113,819.978,1132.525,538.723,752.142,1115.257,532.214,774.013,914.325,586.651,457.074,952.23,578.071,453.607,979.359,591.605,441.962,905.899,598.851,388.706,774.922,686.041,271.321,734.152,705.743,250.313,742.287,663.638,237.902,1376.265,865.58,836.929,1338.388,877.558,835.556,1362.966,858.366,748.028,1383.868,860.507,768.583,1421.52,822.893,478.859,1397.418,847.944,501.681,1366.162,848.452,509.175,1357.572,837.485,418.708,1227.953,763.914,231.21,1202.891,765.146,195.427,1217.222,799.626,191.314,916.95,687.113,3.167,815.975,641.469,231.262,1051.368,591.946,585.005,1488.015,813.89,90.482,1289.285,817.639,229.476,1427.104,824.111,631.254,
1142.157,679.801,1200.345,1133.875,710.189,1206.366,1103.114,726.186,1132.147,1099.106,699.689,1122.41,1130.566,531.91,843.847,1192.208,542.893,821.711,1131.557,538.504,754.204,1114.449,531.88,776.187,911.523,585.691,460.436,949.453,577.336,456.66,976.451,590.952,444.797,902.575,597.89,392.076,771.211,684.725,276.22,730.195,704.816,256.083,737.847,662.657,243.454,1375.458,864.352,836.902,1337.564,876.259,835.748,1361.554,856.847,748.112,1382.595,859.097,768.508,1424.202,822.295,478.165,1399.529,847.377,500.15,1368.032,847.978,506.683,1362.23,836.918,415.993,1238.67,763.081,224.693,1214.797,763.901,187.943,1229.35,798.316,184.025,908.226,686.033,5.852,811.101,640.213,235.285,1049.43,591.559,587.424,1503.366,810.94,92.004,1300.162,816.262,224.555,1425.703,823.775,630.953,
1143.003,679.623,1202.007,1134.648,709.992,1207.951,1103.808,725.873,1133.718,1099.895,699.258,1123.987,1130.367,531.577,845.782,1191.836,542.756,823.311,1130.826,538.303,756.11,1113.865,531.589,778.256,908.934,584.64,463.533,946.877,576.621,459.576,973.747,590.36,447.506,899.41,596.935,395.35,767.176,683.734,281.052,726.195,704.023,261.697,733.144,661.833,248.888,1374.569,863.075,836.563,1336.645,874.968,835.701,1359.975,855.432,747.891,1381.193,857.713,768.121,1426.689,821.688,477.378,1401.516,846.873,498.474,1369.855,847.61,504.055,1366.768,836.367,413.277,1249.303,762.051,218.276,1226.651,762.697,180.717,1241.501,797.088,177.069,899.757,684.967,8.715,806.078,638.977,239.479,1047.79,591.303,589.62,1518.403,807.9,93.858,1310.973,814.936,219.872,1424.13,823.514,630.432,
1143.675,679.433,1203.483,1135.265,709.835,1209.362,1104.446,725.47,1135.125,1100.588,698.885,1125.423,1130.265,531.376,847.64,1191.643,542.729,824.817,1130.323,538.154,757.853,1113.484,531.356,780.128,906.553,583.65,466.72,944.338,576.203,462.163,971.165,589.763,450.113,896.322,596.0,398.643,762.722,682.75,285.951,721.759,703.352,267.15,728.13,661.047,254.256,1373.586,861.788,835.921,1335.691,873.796,835.376,1358.271,854.198,747.391,1379.628,856.387,767.444,1429.049,821.099,476.519,1403.386,846.39,496.708,1371.558,847.35,501.309,1371.142,835.831,410.558,1259.888,761.197,212.12,1238.572,761.513,173.854,1253.616,795.856,170.399,891.374,683.551,11.508,800.887,637.826,243.823,1046.442,591.072,591.676,1533.075,804.662,96.011,1321.643,813.662,215.397,1422.387,823.328,629.743,
1144.354,679.308,1204.889,1135.863,709.662,1210.716,1105.142,725.088,1136.375,1101.294,698.441,1126.752,1130.357,531.186,849.27,1191.632,542.733,826.214,1130.086,538.044,759.47,1113.345,531.139,781.83,904.254,582.852,469.824,942.061,575.545,464.862,968.678,589.2,452.654,893.232,595.107,401.939,758.176,681.792,290.776,716.903,702.522,272.508,723.07,660.2,259.519,1372.514,860.489,835.024,1334.663,872.673,834.78,1356.423,853.266,746.611,1377.975,855.228,766.475,1431.168,820.549,475.598,1405.093,846.023,494.912,1373.12,847.002,498.541,1375.345,835.262,407.877,1270.625,759.893,206.205,1250.395,760.335,167.268,1265.615,794.366,163.652,883.386,682.164,14.748,795.614,636.741,248.241,1045.395,590.852,593.456,1547.41,801.394,98.303,1332.295,812.134,211.281,1420.54,823.186,628.846,
1144.876,679.149,1206.092,1136.321,709.471,1211.783,1106.043,724.783,1137.58,1102.267,698.135,1127.928,1130.664,531.003,850.713,1191.8,542.827,827.447,1130.039,537.966,760.845,1113.397,530.941,783.291,902.072,581.999,472.924,939.884,574.933,467.491,966.282,588.848,454.963,890.18,594.348,405.219,753.417,680.75,295.641,711.873,701.561,277.796,717.953,659.186,264.838,1371.349,859.269,833.885,1333.593,871.75,834.008,1354.484,852.497,745.608,1376.203,854.224,765.274,1433.071,820.011,474.56,1406.556,845.665,493.081,1374.502,846.618,495.762,1379.318,834.712,405.23,1281.08,758.963,200.626,1262.557,759.082,161.022,1277.542,793.097,157.473,875.731,680.746,18.382,790.404,635.634,252.798,1044.606,590.762,595.066,1561.209,798.253,100.824,1342.788,810.718,207.227,1418.608,823.052,627.73,
1145.391,678.971,1207.17,1136.717,709.355,1212.795,1106.537,724.434,1138.495,1102.762,697.671,1128.83,1131.12,530.915,851.997,1192.163,542.926,828.606,1130.29,537.938,762.066,1113.718,530.808,784.559,899.973,581.316,476.035,937.769,574.4,470.054,963.885,588.595,457.296,887.151,593.643,408.454,748.494,679.73,300.514,706.771,700.494,283.028,712.745,658.178,270.12,1370.068,858.129,832.577,1332.43,870.998,833.042,1352.483,852.049,744.375,1374.323,853.431,763.888,1434.628,819.543,473.566,1407.726,845.279,491.199,1375.584,846.077,493.023,1383.007,834.095,402.643,1291.383,758.049,195.365,1274.091,757.935,155.18,1289.291,791.88,151.72,868.321,679.245,22.125,785.221,634.535,257.406,1044.069,590.573,596.51,1574.805,795.461,103.718,1352.997,809.336,203.476,1416.6,822.962,626.377,
1145.743,678.897,1208.073,1137.072,709.267,1213.622,1107.078,724.036,1139.218,1103.309,697.274,1129.669,1131.697,530.827,853.049,1192.711,543.072,829.497,1130.744,537.971,763.115,1114.256,530.701,785.619,897.993,580.704,479.111,935.759,573.967,472.629,961.614,588.265,459.535,884.13,592.936,411.698,743.545,678.762,305.424,701.558,699.004,288.691,707.585,657.027,275.354,1368.7,857.118,831.111,1331.176,870.413,831.986,1350.347,851.989,743.025,1372.368,852.971,762.335,1435.95,819.202,472.648,1408.575,844.864,489.319,1376.416,845.543,490.222,1386.407,833.448,400.135,1301.523,757.029,190.409,1285.358,757.122,149.836,1301.122,790.518,146.06,861.109,677.749,26.05,780.379,633.178,261.917,1043.708,590.552,597.729,1587.652,792.402,106.607,1362.986,807.983,199.982,1414.552,822.869,624.82,
1145.993,678.817,1208.894,1137.313,709.169,1214.272,1107.378,723.668,1139.701,1103.81,696.834,1130.254,1132.496,530.787,853.932,1193.471,543.211,830.245,1131.417,538.095,763.957,1114.98,530.723,786.456,896.116,580.141,482.155,933.82,573.485,475.065,959.405,587.979,461.664,881.236,592.335,414.956,738.626,677.721,310.373,696.391,697.812,293.912,702.498,655.797,280.644,1367.223,856.332,829.478,1329.884,870.045,830.761,1348.126,852.303,741.53,1370.282,852.857,760.633,1437.612,818.54,470.98,1409.139,844.407,487.437,1377.031,845.317,487.227,1389.501,832.762,397.713,1311.401,756.01,185.805,1296.398,755.749,144.561,1312.37,789.111,140.962,853.99,676.312,30.104,775.32,632.011,266.687,1043.609,590.512,598.772,1599.98,789.453,109.681,1372.645,806.621,196.751,1412.409,822.743,623.124,
1146.236,678.717,1209.441,1137.462,709.049,1214.693,1107.746,723.209,1140.03,1104.141,696.416,1130.641,1133.474,530.683,854.548,1194.384,543.394,830.857,1132.303,538.293,764.573,1115.876,530.823,787.097,894.418,579.53,485.194,932.062,573.072,477.504,957.32,587.677,463.758,878.425,591.723,418.211,733.781,676.721,315.361,691.23,696.445,299.12,697.501,654.41,285.996,1365.605,855.767,827.733,1328.383,869.816,829.437,1345.718,852.884,739.874,1368.054,853.006,758.796,1437.945,818.55,470.519,1409.413,843.896,485.545,1377.345,844.63,484.487,1392.291,832.07,395.365,1320.962,754.949,181.514,1307.167,753.664,139.643,1323.332,787.739,136.388,846.952,674.857,34.257,770.375,630.897,271.422,1043.722,590.495,599.604,1611.69,786.618,112.849,1381.953,805.191,193.786,1410.15,822.572,621.28,
1146.451,678.54,1209.833,1137.575,708.946,1215.013,1108.082,722.823,1140.195,1104.629,695.959,1130.892,1134.633,530.653,855.007,1195.5,543.642,831.274,1133.38,538.56,764.994,1117.006,530.95,787.47,892.84,579.072,488.139,930.395,572.759,479.918,955.409,587.45,465.827,875.789,591.118,421.476,729.011,675.577,320.341,686.192,695.597,304.929,692.604,652.949,291.407,1363.887,855.541,825.802,1326.73,869.786,827.972,1343.194,853.555,738.096,1365.705,853.434,756.855,1438.533,818.256,469.479,1409.483,843.371,483.668,1377.454,843.891,481.81,1394.8,831.366,393.115,1330.26,753.232,177.466,1317.535,751.35,135.165,1333.66,786.275,132.73,839.96,673.415,38.453,765.532,629.826,276.219,1044.056,590.534,600.341,1622.732,783.917,116.099,1390.82,803.746,191.095,1407.76,822.332,619.322,
