PEL_1 X,PEL_1 Y,PEL_1 Z,PEL_2 X,PEL_2 Y,PEL_2 Z,PEL_3 X,PEL_3 Y,PEL_3 Z,PEL_4 X,PEL_4 Y,PEL_4 Z,R_TH1 X,R_TH1 Y,R_TH1 Z,R_TH2 X,R_TH2 Y,R_TH2 Z,R_TH3 X,R_TH3 Y,R_TH3 Z,R_TH4 X,R_TH4 Y,R_TH4 Z,R_SK1 X,R_SK1 Y,R_SK1 Z,R_SK2 X,R_SK2 Y,R_SK2 Z,R_SK3 X,R_SK3 Y,R_SK3 Z,R_SK4 X,R_SK4 Y,R_SK4 Z,R_FCC1 X,R_FCC1 Y,R_FCC1 Z,R_FCC2 X,R_FCC2 Y,R_FCC2 Z,R_FCL X,R_FCL Y,R_FCL Z,L_TH1 X,L_TH1 Y,L_TH1 Z,L_TH2 X,L_TH2 Y,L_TH2 Z,L_TH3 X,L_TH3 Y,L_TH3 Z,L_TH4 X,L_TH4 Y,L_TH4 Z,L_SK1 X,L_SK1 Y,L_SK1 Z,L_SK2 X,L_SK2 Y,L_SK2 Z,L_SK3 X,L_SK3 Y,L_SK3 Z,L_SK4 X,L_SK4 Y,L_SK4 Z,L_FCC1 X,L_FCC1 Y,L_FCC1 Z,L_FCC2 X,L_FCC2 Y,L_FCC2 Z,L_FCL X,L_FCL Y,L_FCL Z,R_BP X,R_BP Y,R_BP Z,R_AKL_OUT X,R_AKL_OUT Y,R_AKL_OUT Z,R_KNEE_OUT X,R_KNEE_OUT Y,R_KNEE_OUT Z,L_BP X,L_BP Y,L_BP Z,L_AKL_OUT X,L_AKL_OUT Y,L_AKL_OUT Z,L_KNEE_OUT X,L_KNEE_OUT Y,L_KNEE_OUT Z,Unnamed: 96
923.161,697.911,1183.705,918.192,729.393,1186.109,890.71,740.21,1109.924,883.975,713.274,1103.044,1011.936,554.309,821.689,1076.706,560.518,829.456,1051.654,564.395,740.185,1026.716,558.275,752.563,936.573,621.054,422.331,975.685,619.381,421.23,1000.581,639.45,413.747,930.242,641.104,355.966,770.385,728.321,196.627,754.864,740.759,152.348,768.312,697.573,153.838,1149.018,877.832,913.39,1113.796,895.642,910.793,1150.647,900.14,825.528,1167.726,890.946,847.607,1132.183,846.431,523.817,1134.986,874.024,555.495,1121.742,878.223,584.858,1046.382,865.244,536.561,815.241,803.673,529.128,772.992,807.755,522.042,781.538,839.576,506.535,1056.782,713.734,111.287,840.114,683.074,190.002,1052.179,632.81,562.722,889.03,810.974,239.28,849.763,845.975,472.007,1234.805,853.49,620.863,
923.409,697.733,1185.861,918.415,729.22,1188.45,890.895,740.326,1112.285,884.161,713.383,1105.275,1008.498,554.431,823.441,1073.406,560.694,830.161,1046.902,564.508,741.327,1022.186,558.343,754.101,928.387,620.598,423.814,967.55,618.93,422.58,992.342,638.649,415.187,921.84,640.54,357.435,761.577,727.673,198.784,745.826,740.129,154.797,759.375,696.865,155.721,1150.272,877.493,917.145,1115.303,895.418,914.27,1152.722,899.875,830.073,1169.312,890.447,852.426,1138.561,845.957,526.493,1140.672,873.753,558.447,1126.582,877.394,587.268,1052.552,864.722,536.734,821.758,803.604,524.246,779.348,806.903,515.497,788.313,838.801,500.4,1047.031,713.952,110.599,831.407,682.43,191.332,1044.802,632.618,563.808,902.893,811.206,235.921,857.401,845.346,467.734,1239.068,852.692,626.039,
923.684,697.647,1188.168,918.637,729.089,1190.876,891.179,740.464,1114.753,884.435,713.589,1107.654,1005.106,554.59,825.365,1070.103,560.84,831.043,1042.257,564.766,743.108,1017.48,559.002,756.173,920.309,620.131,425.434,959.442,618.427,424.143,984.197,638.124,416.483,913.584,639.999,359.058,753.297,726.562,201.199,736.934,739.587,157.376,750.523,696.296,157.939,1151.082,876.921,921.719,1116.302,895.148,918.515,1154.573,899.544,835.173,1170.955,889.938,857.269,1144.913,845.257,530.055,1146.031,873.01,561.168,1131.192,876.501,589.629,1058.45,863.853,537.14,827.993,802.714,518.654,784.779,805.173,508.081,795.385,837.932,494.451,1037.273,714.131,109.896,822.827,681.83,192.784,1037.377,632.391,565.031,917.243,811.616,232.637,865.13,844.633,463.303,1243.025,851.822,631.275,
924.089,697.465,1190.512,918.919,728.899,1193.37,891.51,740.679,1117.325,884.847,713.746,1110.034,1001.64,555.098,827.186,1066.899,560.857,832.033,1037.721,565.116,744.285,1013.176,558.861,757.836,912.247,619.669,427.247,951.358,617.97,425.828,976.112,637.415,418.214,905.369,639.45,360.84,745.319,725.564,203.658,728.245,739.104,160.057,741.812,695.676,160.365,1151.681,876.082,927.067,1117.094,894.722,923.285,1156.572,899.166,839.857,1172.808,889.48,862.036,1150.975,844.811,531.653,1151.084,872.147,564.011,1135.462,875.077,591.735,1064.078,862.955,537.667,834.227,801.583,512.858,791.416,804.311,501.215,801.661,836.154,487.567,1027.337,714.207,109.043,814.34,681.206,194.313,1029.966,632.064,566.483,931.562,811.971,230.01,872.914,843.891,458.738,1246.747,850.969,636.504,
924.449,697.347,1192.958,919.355,728.736,1195.926,891.794,740.812,1119.922,885.23,713.95,1112.514,998.233,555.64,829.307,1063.637,561.28,833.021,1033.2,565.105,745.982,1009.006,559.028,760.201,904.228,619.144,429.211,943.36,617.357,427.733,968.127,637.041,420.052,897.215,638.832,362.835,737.233,724.669,206.427,719.648,738.55,163.051,733.24,695.045,162.892,1152.424,875.435,931.678,1118.02,894.425,927.591,1158.365,898.939,844.688,1174.24,888.9,867.031,1156.826,844.074,534.258,1156.08,871.103,566.574,1139.716,874.111,593.949,1069.621,861.831,537.944,840.445,800.246,506.947,798.376,803.265,494.242,808.762,835.079,480.674,1017.636,714.356,108.325,805.935,680.574,196.036,1022.609,631.695,568.108,946.06,812.245,226.921,880.804,843.025,454.102,1250.197,850.087,641.692,
924.973,697.153,1195.482,919.752,728.597,1198.632,892.246,740.927,1122.65,885.569,714.124,1115.225,995.033,555.713,831.698,1060.543,561.478,834.402,1028.81,565.076,747.772,1004.75,559.191,762.381,896.313,618.566,431.362,935.275,616.838,429.626,959.709,636.796,422.274,889.153,638.165,364.962,729.383,723.872,209.286,711.141,737.998,166.298,724.76,694.473,165.706,1153.146,874.824,936.292,1118.901,894.065,932.019,1159.851,898.482,849.66,1175.554,888.395,872.155,1162.51,843.56,536.954,1160.913,870.24,569.18,1143.823,873.069,596.116,1075.57,860.933,537.65,847.085,799.018,500.648,806.37,803.38,487.868,816.043,833.945,473.708,1007.959,714.401,107.598,797.636,680.045,197.927,1015.298,631.213,569.865,960.691,812.478,223.946,888.881,842.304,449.359,1253.417,849.178,646.839,
925.509,697.043,1198.045,920.267,728.396,1201.437,892.611,741.118,1125.529,886.048,714.286,1117.963,991.98,555.73,834.112,1057.504,561.653,835.89,1024.54,565.012,749.808,1000.486,559.451,764.794,888.477,618.026,433.681,927.395,616.156,431.887,951.875,636.046,424.363,881.19,637.46,367.288,721.664,723.055,212.358,702.745,737.41,169.783,716.377,693.841,168.656,1153.806,874.119,940.948,1119.762,893.733,936.499,1161.459,898.23,854.617,1176.88,887.877,877.21,1168.112,843.056,539.629,1165.554,869.101,571.519,1147.747,872.006,598.187,1081.076,859.993,537.655,853.985,797.84,494.444,813.538,802.012,480.417,823.44,832.773,466.638,998.309,714.457,106.843,789.423,679.461,199.983,1008.103,630.64,571.85,975.39,812.718,221.076,897.081,841.527,444.543,1256.407,848.327,651.894,
926.216,696.867,1200.785,920.795,728.19,1204.244,893.121,741.255,1128.479,886.508,714.437,1120.766,989.053,555.688,836.634,1054.58,561.738,837.568,1020.375,564.923,751.964,996.507,559.368,767.264,880.725,617.407,436.218,919.637,615.418,434.272,944.134,635.212,426.661,873.315,636.7,369.748,714.167,722.279,215.548,694.486,736.691,173.576,708.198,693.263,171.856,1154.427,873.403,945.646,1120.379,893.221,941.462,1162.957,897.973,859.574,1178.027,887.255,882.285,1173.496,842.338,542.356,1170.143,868.235,573.865,1151.418,870.722,600.343,1086.401,858.862,537.711,860.815,796.397,487.889,820.823,800.494,472.819,831.031,831.482,459.386,988.673,714.499,106.059,781.367,678.863,202.173,1000.999,629.932,573.975,990.209,812.978,218.256,905.347,840.672,439.581,1259.168,847.546,656.779,
926.931,696.691,1203.485,921.479,727.983,1207.154,893.497,741.34,1131.506,887.061,714.542,1123.667,986.227,555.633,839.243,1051.765,561.824,839.296,1016.342,564.976,754.46,992.71,559.162,769.794,873.041,616.77,438.859,911.392,614.657,436.521,936.534,634.246,429.079,865.603,635.878,372.351,706.906,721.598,218.929,686.513,736.174,177.407,700.162,692.819,175.346,1154.993,872.694,950.293,1121.058,892.841,946.06,1164.367,897.755,864.544,1179.172,886.728,887.258,1178.767,841.583,544.81,1174.578,867.436,576.067,1155.133,869.611,602.219,1091.714,857.786,537.655,867.742,794.817,481.241,828.278,798.815,465.015,838.88,830.012,451.889,979.101,714.484,105.18,773.47,678.274,204.497,994.115,629.252,576.208,1005.082,813.234,215.58,913.604,839.528,434.407,1261.706,846.751,661.583,
927.7,696.502,1206.27,922.182,727.761,1210.1,894.047,741.418,1134.599,887.646,714.716,1126.633,983.525,555.53,841.932,1049.059,561.848,841.073,1012.446,564.733,756.818,989.05,558.884,772.415,865.52,616.08,441.605,903.824,613.769,439.195,929.092,633.18,431.632,857.999,634.998,375.048,699.854,720.815,222.465,678.692,735.627,181.413,692.299,692.219,178.914,1155.5,871.999,954.907,1121.679,892.494,950.596,1165.723,897.462,869.485,1180.228,886.155,892.246,1183.969,840.845,547.203,1178.656,866.207,578.701,1158.677,868.442,603.942,1096.938,856.436,537.566,874.87,793.099,474.41,835.778,796.931,457.116,846.816,828.489,444.391,969.566,714.431,104.297,765.802,677.636,206.893,987.206,628.309,578.592,1020.038,813.516,213.048,921.939,838.292,429.136,1264.027,845.957,666.239,
928.522,696.287,1209.058,922.918,727.542,1213.1,894.435,741.5,1137.784,888.275,714.805,1129.603,980.939,555.318,844.697,1046.393,561.899,842.938,1008.669,564.418,759.229,985.445,558.544,775.125,858.137,615.356,444.464,896.444,612.781,442.009,921.204,632.106,434.042,850.585,634.098,377.87,693.062,720.106,226.155,671.137,735.099,185.601,684.927,692.061,182.433,1155.954,871.348,959.48,1122.278,892.189,955.114,1166.936,897.175,874.364,1181.178,885.558,897.15,1189.01,840.124,549.46,1182.739,865.229,580.846,1162.128,867.314,605.52,1101.177,854.729,538.703,882.133,791.391,467.461,843.465,795.138,448.756,854.946,826.925,436.764,960.111,714.368,103.273,758.331,676.982,209.402,980.532,627.426,581.042,1035.039,813.808,210.646,930.366,836.944,423.339,1265.992,844.971,671.139,
929.407,696.052,1211.936,923.693,727.275,1216.103,895.088,741.519,1140.855,888.97,714.872,1132.619,978.436,555.132,847.508,1043.859,561.912,844.849,1005.014,564.081,761.75,982.022,558.139,777.891,850.894,614.599,447.4,889.288,611.681,444.99,914.068,630.891,436.751,843.323,633.103,380.733,686.549,719.663,229.933,663.788,734.548,189.946,677.522,691.643,186.36,1156.368,870.658,963.995,1122.997,891.83,959.489,1168.13,896.863,879.15,1182.046,884.969,901.975,1194.032,839.666,552.216,1186.72,864.342,582.91,1165.423,866.214,606.973,1106.488,853.702,538.34,890.165,789.82,460.547,851.574,793.286,440.467,863.347,825.16,428.63,950.785,714.316,102.188,751.042,676.313,212.051,973.992,626.445,583.638,1050.087,814.102,208.4,939.109,835.92,417.604,1267.87,844.076,675.617,
930.257,695.834,1214.805,924.554,726.981,1219.151,895.712,741.531,1143.998,889.688,714.925,1135.645,976.053,554.915,850.384,1041.387,561.839,846.765,1001.489,563.635,764.278,978.737,557.672,780.687,843.812,613.852,450.445,882.265,610.547,448.021,907.097,629.627,439.611,836.253,632.128,383.745,680.076,718.619,233.98,656.695,733.995,194.501,670.355,691.211,190.513,1156.672,870.042,968.388,1123.561,891.533,963.805,1169.182,896.56,883.82,1182.863,884.356,906.628,1199.035,838.471,553.662,1190.607,863.462,584.824,1168.572,865.083,608.285,1111.713,852.628,537.873,898.721,788.122,452.598,859.622,791.141,432.307,871.653,823.252,420.751,941.396,714.183,101.094,744.02,675.575,214.743,967.584,625.431,586.306,1065.174,814.374,206.289,947.6,834.286,411.965,1269.524,843.156,679.897,
931.234,695.545,1217.73,925.392,726.672,1222.215,896.186,742.236,1148.259,890.476,714.938,1138.659,973.759,554.606,853.284,1039.019,561.791,848.801,998.059,563.182,766.906,975.594,557.097,783.558,836.91,613.04,453.527,875.41,609.393,451.101,899.906,628.276,442.411,829.371,631.041,386.738,674.132,717.865,238.125,649.846,733.434,199.268,663.438,691.141,194.539,1156.985,869.461,972.722,1124.062,891.283,967.982,1170.157,896.196,888.366,1183.58,883.833,911.211,1203.585,837.635,555.765,1194.338,862.568,586.614,1171.594,863.952,609.43,1116.896,851.554,537.321,906.571,786.216,445.276,867.828,788.885,423.862,880.43,821.411,412.65,932.018,713.94,99.844,737.168,674.807,217.512,961.348,624.277,589.03,1080.291,814.632,204.346,956.379,832.932,406.489,1270.979,842.223,684.024,
932.183,695.25,1220.583,926.23,726.353,1225.269,896.868,742.172,1151.327,891.273,714.937,1141.668,971.574,554.235,856.163,1036.765,561.675,850.801,994.718,562.633,769.464,972.499,556.544,786.458,830.192,612.147,456.706,868.716,608.151,454.286,893.449,626.766,445.382,822.704,629.919,389.807,668.44,717.167,242.4,643.271,732.841,204.135,656.367,690.541,198.987,1157.205,868.889,976.935,1124.52,891.103,972.067,1171.042,895.837,892.757,1184.213,883.223,915.634,1208.127,836.869,557.573,1197.919,861.68,588.261,1174.46,862.789,610.41,1122.036,850.48,536.626,913.969,784.029,438.175,876.393,786.66,415.397,889.362,819.443,404.609,922.686,713.745,98.436,730.519,673.962,220.366,955.18,623.092,591.876,1095.383,814.854,202.534,965.339,831.514,401.141,1272.274,841.313,688.014,
933.17,694.903,1223.39,927.079,725.975,1228.262,897.762,741.913,1154.175,892.149,714.848,1144.656,969.477,553.923,859.166,1034.594,561.649,852.915,991.503,562.001,772.109,969.542,555.827,789.345,823.66,611.191,459.857,862.239,606.896,457.513,887.124,625.312,448.484,816.202,628.727,392.879,663.218,716.314,246.706,636.498,731.854,209.038,649.817,689.764,203.711,1157.416,868.38,981.019,1124.933,890.91,975.997,1171.834,895.546,897.012,1184.833,882.726,919.838,1212.619,836.038,559.143,1201.311,860.761,589.76,1177.202,861.648,611.226,1127.093,849.383,535.811,922.019,781.904,430.798,885.218,784.382,406.871,898.388,817.412,396.563,913.463,713.359,97.044,724.1,673.058,223.278,949.176,621.883,594.779,1110.511,815.048,200.849,974.301,830.079,396.206,1273.334,841.196,692.058,
934.181,694.558,1226.147,928.003,725.525,1231.192,898.593,741.672,1157.024,893.032,714.743,1147.563,967.492,553.555,862.164,1032.495,561.5,855.0,988.423,561.258,774.748,966.677,555.089,792.281,817.527,610.368,463.409,855.942,605.578,460.681,881.022,623.806,451.544,809.957,627.493,395.98,658.053,715.52,251.18,630.379,731.109,214.189,643.618,689.206,208.448,1157.646,867.927,984.893,1125.306,890.727,979.796,1172.54,895.204,901.046,1185.335,882.19,923.891,1216.751,835.362,560.86,1204.573,859.835,591.104,1179.804,860.487,611.857,1132.144,848.33,534.823,930.302,779.778,423.422,894.303,782.088,398.328,907.602,815.288,389.078,904.154,712.831,95.726,718.204,671.64,225.976,943.355,620.637,597.731,1125.641,815.168,199.348,983.523,828.553,390.667,1274.293,840.201,695.616,
935.187,694.157,1228.916,928.868,725.128,1234.059,899.392,741.388,1159.871,893.901,714.573,1150.443,965.595,553.102,865.121,1030.457,561.307,857.05,985.471,560.49,777.442,963.963,554.283,795.264,811.393,609.356,466.622,849.82,604.273,463.937,875.066,622.248,454.707,803.895,626.256,399.103,653.143,714.685,255.732,624.519,730.342,219.514,637.631,688.6,213.272,1157.797,867.568,988.637,1125.749,890.628,983.374,1173.176,894.865,904.837,1185.788,881.792,927.679,1220.789,834.781,562.363,1207.696,858.908,592.321,1182.281,859.325,612.335,1137.141,847.291,533.771,938.716,777.643,416.008,903.66,779.853,389.816,916.794,813.195,381.135,894.877,712.446,94.263,712.189,670.617,228.976,937.682,619.402,600.725,1140.751,815.203,198.048,992.838,826.982,385.087,1275.092,839.198,699.02,
936.194,693.792,1231.626,929.745,724.668,1236.875,900.233,741.086,1162.639,894.763,714.397,1153.216,963.812,552.65,868.073,1028.537,561.027,859.133,982.652,559.697,780.137,961.34,553.498,798.218,805.421,608.304,469.814,844.021,603.126,467.534,869.28,620.697,457.877,797.98,624.967,402.283,648.529,713.724,260.353,618.954,729.472,224.942,631.928,687.882,218.255,1157.958,867.223,992.203,1126.118,890.503,986.807,1173.683,894.514,908.432,1186.23,881.36,931.248,1224.734,834.257,563.431,1210.665,857.985,593.424,1184.615,858.174,612.663,1141.829,846.027,532.877,947.621,776.345,408.755,913.247,777.661,381.379,926.682,811.248,373.231,885.601,712.103,92.68,706.34,669.577,231.983,932.171,618.123,603.781,1155.853,815.098,196.88,1002.304,825.38,379.468,1275.651,838.152,702.192,
937.083,693.384,1234.181,930.571,724.259,1239.612,901.034,740.823,1165.303,895.617,714.14,1155.884,962.138,552.185,871.0,1026.731,560.827,861.158,979.936,558.942,782.788,958.868,552.787,801.215,799.618,607.282,473.055,838.301,601.755,470.881,863.681,619.225,461.103,792.3,623.703,405.496,644.387,712.408,265.004,613.672,728.532,230.469,626.501,687.087,223.346,1158.14,866.574,995.949,1126.484,890.38,989.99,1174.124,894.15,911.736,1186.623,880.999,934.561,1228.637,833.177,564.241,1213.27,856.909,594.282,1186.878,857.006,612.835,1146.634,844.896,531.716,956.467,773.632,401.121,922.863,776.269,373.028,936.629,809.172,365.314,876.353,711.322,91.48,700.81,668.424,235.024,926.818,616.939,606.837,1170.967,814.967,195.916,1011.896,823.697,373.816,1276.009,837.123,705.117,
