R_ICT X,R_ICT Y,R_ICT Z,L_ICT X,L_ICT Y,L_ICT Z,R_FTC X,R_FTC Y,R_FTC Z,L_FTC X,L_FTC Y,L_FTC Z,PEL_1 X,PEL_1 Y,PEL_1 Z,PEL_2 X,PEL_2 Y,PEL_2 Z,PEL_3 X,PEL_3 Y,PEL_3 Z,PEL_4 X,PEL_4 Y,PEL_4 Z,R_TH1 X,R_TH1 Y,R_TH1 Z,R_TH2 X,R_TH2 Y,R_TH2 Z,R_TH3 X,R_TH3 Y,R_TH3 Z,R_TH4 X,R_TH4 Y,R_TH4 Z,R_FLE X,R_FLE Y,R_FLE Z,R_FME X,R_FME Y,R_FME Z,R_SK1 X,R_SK1 Y,R_SK1 Z,R_SK2 X,R_SK2 Y,R_SK2 Z,R_SK3 X,R_SK3 Y,R_SK3 Z,R_SK4 X,R_SK4 Y,R_SK4 Z,R_FAL X,R_FAL Y,R_FAL Z,R_TAM X,R_TAM Y,R_TAM Z,R_FCC1 X,R_FCC1 Y,R_FCC1 Z,R_FCC2 X,R_FCC2 Y,R_FCC2 Z,R_FCL X,R_FCL Y,R_FCL Z,R_FM1 X,R_FM1 Y,R_FM1 Z,R_FM5 X,R_FM5 Y,R_FM5 Z,L_TH1 X,L_TH1 Y,L_TH1 Z,L_TH2 X,L_TH2 Y,L_TH2 Z,L_TH3 X,L_TH3 Y,L_TH3 Z,L_TH4 X,L_TH4 Y,L_TH4 Z,L_FLE X,L_FLE Y,L_FLE Z,L_FME X,L_FME Y,L_FME Z,L_SK1 X,L_SK1 Y,L_SK1 Z,L_SK2 X,L_SK2 Y,L_SK2 Z,L_SK3 X,L_SK3 Y,L_SK3 Z,L_SK4 X,L_SK4 Y,L_SK4 Z,L_FAL X,L_FAL Y,L_FAL Z,L_TAM X,L_TAM Y,L_TAM Z,L_FCC1 X,L_FCC1 Y,L_FCC1 Z,L_FCC2 X,L_FCC2 Y,L_FCC2 Z,L_FCL X,L_FCL Y,L_FCL Z,L_FM1 X,L_FM1 Y,L_FM1 Z,L_FM5 X,L_FM5 Y,L_FM5 Z,R_BP X,R_BP Y,R_BP Z,L_BP X,L_BP Y,L_BP Z,Unnamed: 132
1217.67,548.725,1098.986,1211.412,867.788,1108.011,1208.3,530.397,958.468,1212.762,897.273,955.23,1106.748,667.585,1119.795,1095.707,697.249,1125.126,1086.303,717.118,1046.244,1085.243,691.112,1034.812,1228.771,504.998,746.396,1290.012,529.207,750.417,1258.565,527.879,664.228,1236.734,514.85,677.54,1185.742,543.225,517.817,1187.04,650.19,510.319,1132.644,504.54,382.373,1170.336,503.886,393.064,1196.067,522.094,389.338,1146.676,509.605,314.246,1115.577,533.649,110.995,1134.969,620.927,104.643,1050.873,569.871,98.679,1041.224,569.291,63.026,1058.518,536.107,63.77,1255.745,607.124,45.122,1228.175,494.132,49.168,1248.369,912.477,762.314,1214.53,921.798,781.203,1192.024,912.49,691.057,1220.542,913.281,699.521,1193.587,877.581,550.864,1185.186,766.62,516.405,1182.249,893.086,397.73,1150.6,911.512,412.571,1118.697,906.047,412.222,1134.526,897.201,322.882,1117.26,858.691,103.426,1128.362,772.338,111.118,1050.758,820.644,95.242,1042.814,820.866,65.964,1058.258,852.187,61.814,1263.937,779.891,47.579,1233.247,888.596,48.85,1330.234,559.818,57.254,1340.529,826.339,54.659,
1217.498,549.074,1098.997,1211.384,867.785,1108.008,1208.261,530.395,958.465,1212.755,897.289,955.227,1106.72,667.611,1119.749,1096.202,697.65,1124.946,1086.248,717.136,1046.248,1085.224,691.126,1034.809,1228.775,504.981,746.406,1289.979,529.211,750.418,1258.524,527.885,664.242,1236.71,514.854,677.534,1185.73,543.231,517.804,1187.027,650.195,510.319,1132.637,504.55,382.375,1170.316,503.861,393.073,1196.034,521.959,389.438,1146.66,509.609,314.252,1115.571,533.652,110.986,1134.969,620.931,104.641,1050.891,569.879,98.648,1041.232,569.309,63.017,1058.53,536.116,63.745,1255.739,607.118,45.121,1228.177,494.139,49.172,1248.355,912.469,762.317,1214.52,921.801,781.203,1192.017,912.505,691.059,1220.52,913.259,699.551,1193.611,877.582,550.838,1185.203,766.65,516.408,1182.241,893.077,397.712,1150.609,911.53,412.579,1118.681,906.049,412.216,1134.531,897.222,322.877,1117.271,858.7,103.426,1128.367,772.338,111.119,1050.742,820.664,95.249,1042.829,820.85,65.95,1058.263,852.207,61.808,1263.917,779.883,47.592,1233.259,888.601,48.853,1330.227,559.799,57.248,1340.531,826.332,54.66,
1217.612,548.755,1098.979,1211.385,867.804,1108.014,1208.233,530.423,958.461,1212.733,897.306,955.227,1106.7,667.629,1119.764,1096.141,697.623,1124.972,1086.275,717.118,1046.225,1085.198,691.149,1034.814,1228.616,505.323,746.336,1289.922,529.343,750.364,1258.496,527.885,664.216,1236.685,514.85,677.529,1185.699,543.228,517.812,1187.002,650.193,510.32,1132.633,504.557,382.374,1170.299,503.886,393.055,1196.023,521.964,389.435,1146.656,509.6,314.24,1115.57,533.656,110.992,1134.955,620.94,104.647,1050.889,569.881,98.651,1041.229,569.3,63.009,1058.517,536.118,63.776,1255.732,607.114,45.109,1228.169,494.135,49.177,1248.348,912.48,762.318,1214.505,921.806,781.204,1192.005,912.513,691.069,1220.498,913.227,699.565,1193.58,877.58,550.865,1185.167,766.631,516.395,1182.246,893.098,397.727,1150.584,911.522,412.568,1118.671,906.039,412.211,1134.519,897.224,322.868,1117.258,858.702,103.423,1128.377,772.341,111.116,1050.749,820.651,95.221,1042.816,820.859,65.95,1058.261,852.215,61.804,1263.928,779.889,47.588,1233.244,888.593,48.861,1330.227,559.808,57.252,1340.529,826.344,54.672,
1217.453,549.099,1098.999,1211.352,867.81,1108.009,1208.222,530.407,958.464,1212.725,897.303,955.235,1106.68,667.606,1119.79,1095.873,697.455,1125.042,1086.21,717.147,1046.253,1085.191,691.163,1034.813,1228.607,505.221,746.374,1289.908,529.317,750.364,1258.491,527.893,664.236,1236.654,514.858,677.546,1185.695,543.245,517.812,1186.992,650.197,510.327,1132.605,504.55,382.374,1170.295,503.906,393.092,1196.004,521.973,389.433,1146.652,509.613,314.249,1115.562,533.649,110.987,1134.967,620.933,104.645,1050.885,569.867,98.652,1041.256,569.309,63.041,1058.537,536.108,63.76,1255.734,607.118,45.112,1228.177,494.143,49.179,1248.328,912.483,762.31,1214.499,921.805,781.208,1192.005,912.518,691.06,1220.505,913.232,699.54,1193.564,877.583,550.859,1185.176,766.668,516.374,1182.23,893.088,397.733,1150.593,911.548,412.581,1118.684,906.072,412.211,1134.514,897.225,322.855,1117.255,858.699,103.415,1128.358,772.331,111.111,1050.752,820.659,95.237,1042.824,820.864,65.947,1058.247,852.196,61.805,1263.936,779.893,47.592,1233.246,888.6,48.85,1330.172,559.719,57.293,1340.522,826.332,54.651,
1217.421,549.111,1098.995,1211.342,867.807,1108.022,1208.184,530.427,958.47,1212.7,897.31,955.233,1106.661,667.613,1119.777,1095.906,697.504,1125.026,1086.265,717.233,1046.243,1085.168,691.156,1034.801,1228.584,505.212,746.384,1289.886,529.302,750.367,1258.452,527.909,664.263,1236.647,514.863,677.544,1185.692,543.235,517.821,1186.975,650.207,510.322,1132.589,504.559,382.386,1170.277,503.894,393.08,1196.003,521.982,389.452,1146.636,509.613,314.25,1115.562,533.668,110.99,1134.971,620.93,104.643,1050.882,569.873,98.654,1041.243,569.307,63.019,1058.528,536.107,63.764,1255.732,607.122,45.109,1228.173,494.142,49.177,1248.324,912.495,762.314,1214.483,921.819,781.199,1192.0,912.538,691.049,1220.521,913.262,699.525,1193.572,877.608,550.873,1185.184,766.653,516.383,1182.226,893.104,397.714,1150.585,911.551,412.574,1118.67,906.076,412.216,1134.509,897.229,322.864,1117.254,858.706,103.405,1128.374,772.341,111.111,1050.744,820.667,95.238,1042.823,820.858,65.955,1058.27,852.223,61.804,1263.922,779.893,47.601,1233.255,888.606,48.843,1330.174,559.723,57.29,1340.532,826.334,54.663,
1217.384,549.116,1099.005,1211.325,867.82,1108.015,1208.154,530.44,958.468,1212.683,897.313,955.227,1106.633,667.629,1119.76,1095.98,697.575,1124.994,1086.244,717.233,1046.245,1085.123,691.185,1034.803,1228.571,505.17,746.407,1289.865,529.304,750.394,1258.427,527.901,664.256,1236.613,514.87,677.551,1185.667,543.249,517.825,1186.97,650.201,510.321,1132.582,504.558,382.386,1170.267,503.885,393.099,1195.999,521.985,389.444,1146.63,509.604,314.248,1115.552,533.663,110.997,1134.967,620.937,104.64,1050.881,569.889,98.653,1041.245,569.29,63.008,1058.542,536.117,63.749,1255.73,607.117,45.118,1228.168,494.136,49.174,1248.309,912.501,762.309,1214.472,921.824,781.206,1191.979,912.529,691.053,1220.519,913.274,699.502,1193.573,877.609,550.824,1185.15,766.658,516.393,1182.23,893.109,397.717,1150.572,911.541,412.566,1118.673,906.075,412.216,1134.501,897.238,322.86,1117.257,858.705,103.409,1128.395,772.343,111.11,1050.749,820.669,95.222,1042.823,820.858,65.937,1058.25,852.208,61.796,1263.913,779.905,47.596,1233.251,888.609,48.853,1330.188,559.735,57.295,1340.525,826.336,54.662,
1217.363,549.116,1099.01,1211.294,867.83,1108.015,1208.129,530.443,958.459,1212.681,897.335,955.229,1106.61,667.638,1119.765,1095.931,697.589,1125.007,1086.214,717.242,1046.256,1085.116,691.212,1034.812,1228.543,505.169,746.411,1289.861,529.281,750.417,1258.412,527.912,664.277,1236.586,514.868,677.561,1185.656,543.26,517.81,1186.961,650.2,510.32,1132.584,504.57,382.394,1170.246,503.892,393.078,1195.971,521.968,389.439,1146.622,509.613,314.257,1115.569,533.655,110.984,1134.969,620.936,104.647,1050.877,569.869,98.65,1041.235,569.302,63.025,1058.535,536.114,63.766,1255.736,607.113,45.115,1228.164,494.136,49.193,1248.306,912.504,762.303,1214.478,921.835,781.207,1191.971,912.554,691.046,1220.498,913.299,699.509,1193.547,877.616,550.858,1185.125,766.659,516.411,1182.215,893.109,397.714,1150.574,911.557,412.561,1118.661,906.086,412.217,1134.506,897.232,322.853,1117.249,858.699,103.413,1128.371,772.346,111.114,1050.742,820.677,95.237,1042.822,820.861,65.938,1058.25,852.214,61.786,1263.938,779.89,47.592,1233.244,888.607,48.853,1330.175,559.729,57.287,1340.516,826.341,54.677,
1217.324,549.124,1098.995,1211.286,867.84,1108.016,1208.096,530.451,958.466,1212.663,897.342,955.23,1106.586,667.662,1119.763,1095.983,697.666,1124.98,1086.15,717.211,1046.245,1085.081,691.22,1034.812,1228.54,505.16,746.418,1289.838,529.284,750.411,1258.384,527.912,664.246,1236.575,514.874,677.554,1185.636,543.261,517.832,1186.934,650.209,510.319,1132.567,504.566,382.382,1170.244,503.911,393.072,1195.976,521.977,389.463,1146.621,509.625,314.249,1115.547,533.666,110.998,1134.958,620.934,104.65,1050.863,569.871,98.665,1041.257,569.3,63.012,1058.549,536.118,63.765,1255.737,607.115,45.118,1228.175,494.138,49.171,1248.294,912.508,762.32,1214.449,921.839,781.199,1191.966,912.547,691.05,1220.493,913.324,699.505,1193.534,877.62,550.873,1185.139,766.669,516.38,1182.219,893.125,397.712,1150.567,911.553,412.569,1118.649,906.074,412.208,1134.498,897.238,322.855,1117.256,858.713,103.407,1128.357,772.353,111.113,1050.745,820.678,95.225,1042.817,820.876,65.957,1058.251,852.19,61.803,1263.924,779.892,47.587,1233.253,888.604,48.848,1330.19,559.721,57.306,1340.528,826.338,54.675,
1217.304,549.14,1099.008,1211.264,867.857,1108.021,1208.077,530.475,958.485,1212.649,897.352,955.224,1106.511,667.708,1119.766,1095.974,697.706,1124.967,1086.132,717.242,1046.23,1085.051,691.24,1034.796,1228.52,505.152,746.409,1289.809,529.279,750.439,1258.368,527.907,664.29,1236.538,514.891,677.569,1185.619,543.266,517.822,1186.926,650.216,510.322,1132.555,504.579,382.369,1170.236,503.92,393.095,1195.959,521.991,389.455,1146.614,509.627,314.259,1115.573,533.658,110.984,1134.975,620.946,104.639,1050.891,569.861,98.658,1041.239,569.298,63.03,1058.537,536.123,63.743,1255.736,607.116,45.119,1228.167,494.131,49.175,1248.282,912.517,762.323,1214.443,921.838,781.2,1191.966,912.565,691.059,1220.471,913.282,699.538,1193.536,877.618,550.859,1185.132,766.674,516.383,1182.208,893.117,397.719,1150.549,911.533,412.557,1118.666,906.111,412.212,1134.493,897.247,322.853,1117.259,858.708,103.408,1128.381,772.351,111.121,1050.735,820.665,95.203,1042.821,820.866,65.956,1058.255,852.22,61.777,1263.914,779.878,47.582,1233.236,888.592,48.842,1330.178,559.733,57.3,1340.522,826.338,54.67,
1217.278,549.143,1099.009,1211.234,867.867,1108.025,1208.049,530.47,958.476,1212.634,897.371,955.232,1106.52,667.695,1119.75,1095.933,697.699,1124.968,1086.105,717.258,1046.243,1085.044,691.259,1034.792,1228.499,505.146,746.416,1289.795,529.258,750.444,1258.345,527.911,664.281,1236.526,514.894,677.568,1185.622,543.271,517.84,1186.924,650.228,510.316,1132.551,504.581,382.374,1170.234,503.922,393.09,1195.937,521.975,389.461,1146.603,509.621,314.276,1115.56,533.654,110.987,1134.975,620.934,104.644,1050.889,569.891,98.653,1041.232,569.303,63.014,1058.538,536.116,63.757,1255.738,607.124,45.121,1228.175,494.131,49.169,1248.278,912.536,762.319,1214.445,921.844,781.198,1191.942,912.557,691.056,1220.451,913.256,699.527,1193.516,877.622,550.85,1185.111,766.67,516.404,1182.193,893.105,397.709,1150.566,911.586,412.568,1118.651,906.101,412.206,1134.495,897.251,322.854,1117.251,858.702,103.413,1128.363,772.338,111.116,1050.744,820.678,95.234,1042.82,820.88,65.942,1058.247,852.217,61.791,1263.907,779.886,47.605,1233.248,888.619,48.855,1330.167,559.708,57.293,1340.526,826.337,54.669,
