R_ICT X,R_ICT Y,R_ICT Z,L_ICT X,L_ICT Y,L_ICT Z,R_FTC X,R_FTC Y,R_FTC Z,L_FTC X,L_FTC Y,L_FTC Z,PEL_1 X,PEL_1 Y,PEL_1 Z,PEL_2 X,PEL_2 Y,PEL_2 Z,PEL_3 X,PEL_3 Y,PEL_3 Z,PEL_4 X,PEL_4 Y,PEL_4 Z,R_TH1 X,R_TH1 Y,R_TH1 Z,R_TH2 X,R_TH2 Y,R_TH2 Z,R_TH3 X,R_TH3 Y,R_TH3 Z,R_TH4 X,R_TH4 Y,R_TH4 Z,R_FLE X,R_FLE Y,R_FLE Z,R_FME X,R_FME Y,R_FME Z,R_SK1 X,R_SK1 Y,R_SK1 Z,R_SK2 X,R_SK2 Y,R_SK2 Z,R_SK3 X,R_SK3 Y,R_SK3 Z,R_SK4 X,R_SK4 Y,R_SK4 Z,R_FAL X,R_FAL Y,R_FAL Z,R_TAM X,R_TAM Y,R_TAM Z,R_FCC1 X,R_FCC1 Y,R_FCC1 Z,R_FCC2 X,R_FCC2 Y,R_FCC2 Z,R_FCL X,R_FCL Y,R_FCL Z,R_FM1 X,R_FM1 Y,R_FM1 Z,R_FM5 X,R_FM5 Y,R_FM5 Z,L_TH1 X,L_TH1 Y,L_TH1 Z,L_TH2 X,L_TH2 Y,L_TH2 Z,L_TH3 X,L_TH3 Y,L_TH3 Z,L_TH4 X,L_TH4 Y,L_TH4 Z,L_FLE X,L_FLE Y,L_FLE Z,L_FME X,L_FME Y,L_FME Z,L_SK1 X,L_SK1 Y,L_SK1 Z,L_SK2 X,L_SK2 Y,L_SK2 Z,L_SK3 X,L_SK3 Y,L_SK3 Z,L_SK4 X,L_SK4 Y,L_SK4 Z,L_FAL X,L_FAL Y,L_FAL Z,L_TAM X,L_TAM Y,L_TAM Z,L_FCC1 X,L_FCC1 Y,L_FCC1 Z,L_FCC2 X,L_FCC2 Y,L_FCC2 Z,L_FCL X,L_FCL Y,L_FCL Z,L_FM1 X,L_FM1 Y,L_FM1 Z,L_FM5 X,L_FM5 Y,L_FM5 Z,R_BP X,R_BP Y,R_BP Z,L_BP X,L_BP Y,L_BP Z,Unnamed: 132
1234.765,568.786,1124.896,1222.582,871.459,1125.268,1221.965,542.113,976.721,1212.789,891.525,972.937,1130.999,694.478,1152.736,1123.554,725.598,1155.578,1109.422,738.036,1075.805,1104.288,711.519,1067.993,1206.763,512.443,811.93,1271.742,520.026,806.332,1231.669,503.589,725.925,1209.081,500.673,743.429,1204.508,526.919,539.343,1190.045,627.19,517.98,1134.362,491.584,370.312,1170.557,487.888,384.218,1197.671,505.484,384.295,1155.101,498.871,303.817,1147.415,520.101,111.941,1162.361,605.038,131.589,1085.04,564.573,100.914,1076.999,574.358,53.661,1088.602,532.538,60.566,1288.037,597.683,52.313,1260.975,490.304,48.921,1249.851,911.735,738.598,1219.044,921.966,761.907,1186.089,914.807,675.97,1214.836,915.043,679.783,1180.92,895.978,538.15,1183.024,795.7,519.379,1195.771,903.155,392.928,1169.78,928.731,409.4,1137.798,932.058,410.129,1151.198,925.319,319.739,1139.679,910.163,114.008,1159.223,824.89,122.808,1079.006,869.824,99.684,1069.215,873.33,57.622,1087.876,905.689,58.977,1286.226,828.612,56.649,1258.135,936.946,43.965,1382.371,535.9,51.699,1377.797,877.605,53.182,
1234.778,568.784,1124.883,1222.588,871.464,1125.259,1221.976,542.114,976.704,1212.786,891.521,972.95,1130.995,694.488,1152.735,1123.538,725.603,1155.567,1109.321,738.018,1075.804,1104.025,711.497,1067.94,1206.77,512.47,811.97,1271.745,520.035,806.318,1231.686,503.586,725.926,1209.071,500.673,743.431,1204.513,526.931,539.337,1190.051,627.182,517.99,1134.377,491.525,370.329,1170.56,487.894,384.217,1197.662,505.484,384.295,1155.094,498.868,303.819,1147.419,520.088,111.95,1162.364,605.028,131.587,1085.024,564.689,100.88,1076.989,574.36,53.665,1088.597,532.541,60.577,1288.037,597.688,52.313,1260.969,490.315,48.938,1249.865,911.723,738.596,1219.069,921.97,761.9,1186.09,914.814,675.961,1214.834,915.023,679.762,1180.899,895.989,538.154,1182.994,795.689,519.373,1195.763,903.142,392.905,1169.771,928.732,409.401,1137.787,932.056,410.125,1151.196,925.322,319.751,1139.674,910.166,114.0,1159.241,824.887,122.779,1078.992,869.819,99.665,1069.228,873.346,57.623,1087.869,905.687,58.961,1286.211,828.628,56.653,1258.124,936.938,43.953,1382.38,535.896,51.692,1377.799,877.625,53.201,
1234.797,568.777,1124.886,1222.578,871.454,1125.262,1221.97,542.104,976.72,1212.809,891.53,972.949,1130.982,694.476,1152.738,1123.552,725.582,1155.581,1109.19,737.988,1075.824,1103.883,711.479,1067.879,1206.778,512.456,811.966,1271.763,520.015,806.319,1231.682,503.576,725.908,1209.08,500.672,743.435,1204.518,526.921,539.342,1190.06,627.187,517.976,1134.395,491.485,370.34,1170.57,487.878,384.199,1197.68,505.488,384.308,1155.085,498.864,303.814,1147.417,520.083,111.96,1162.37,605.035,131.587,1085.011,564.647,100.907,1076.994,574.353,53.669,1088.604,532.541,60.582,1288.033,597.691,52.31,1260.962,490.308,48.936,1249.849,911.72,738.601,1219.047,921.946,761.909,1186.083,914.804,675.956,1214.832,915.03,679.774,1180.908,895.992,538.16,1183.033,795.689,519.371,1195.761,903.142,392.913,1169.759,928.718,409.401,1137.791,932.053,410.125,1151.04,925.469,320.069,1139.667,910.163,114.008,1159.23,824.896,122.803,1079.006,869.831,99.686,1069.218,873.353,57.64,1087.876,905.677,58.958,1286.214,828.614,56.656,1258.119,936.936,43.956,1382.385,535.887,51.695,1377.793,877.624,53.194,
1234.799,568.776,1124.872,1222.584,871.453,1125.254,1221.983,542.095,976.715,1212.796,891.519,972.934,1131.014,694.471,1152.742,1123.561,725.575,1155.577,1109.102,737.976,1075.835,1103.869,711.455,1067.846,1206.788,512.43,811.93,1271.759,520.012,806.323,1231.689,503.566,725.924,1209.093,500.67,743.445,1204.522,526.926,539.33,1190.048,627.174,517.979,1134.42,491.429,370.363,1170.553,487.881,384.215,1197.668,505.474,384.288,1155.087,498.865,303.827,1147.41,520.068,111.954,1162.379,605.019,131.586,1085.005,564.597,100.934,1077.01,574.344,53.648,1088.578,532.535,60.578,1288.033,597.683,52.319,1260.965,490.315,48.924,1249.859,911.717,738.586,1219.045,921.943,761.901,1186.092,914.825,675.952,1214.814,915.001,679.79,1180.903,895.98,538.153,1182.993,795.682,519.369,1195.758,903.154,392.921,1169.762,928.722,409.397,1137.784,932.052,410.118,1151.037,925.423,319.997,1139.661,910.163,114.005,1159.243,824.905,122.795,1079.006,869.838,99.676,1069.22,873.333,57.632,1087.877,905.687,58.964,1286.212,828.62,56.663,1258.123,936.931,43.95,1382.392,535.888,51.7,1377.791,877.614,53.182,
1234.798,568.779,1124.879,1222.595,871.45,1125.247,1221.993,542.096,976.702,1212.791,891.501,972.923,1131.01,694.462,1152.73,1123.558,725.584,1155.565,1109.059,737.96,1075.837,1103.812,711.447,1067.81,1206.795,512.452,811.962,1271.771,520.012,806.328,1231.696,503.57,725.908,1209.089,500.665,743.439,1204.527,526.911,539.338,1190.043,627.177,517.977,1134.402,491.418,370.36,1170.559,487.858,384.209,1197.665,505.484,384.284,1155.089,498.862,303.816,1147.408,520.079,111.964,1162.358,605.017,131.589,1085.012,564.623,100.937,1076.987,574.35,53.658,1088.595,532.537,60.574,1288.045,597.674,52.32,1260.959,490.316,48.929,1249.851,911.694,738.573,1219.05,921.954,761.902,1186.088,914.8,675.958,1214.819,915.008,679.769,1180.898,895.986,538.174,1182.997,795.666,519.382,1195.773,903.163,392.913,1169.763,928.733,409.395,1137.787,932.047,410.126,1151.018,925.462,320.059,1139.667,910.167,114.006,1159.241,824.892,122.79,1079.013,869.843,99.683,1069.212,873.329,57.632,1087.876,905.694,58.972,1286.218,828.625,56.654,1258.126,936.93,43.949,1382.374,535.894,51.706,1377.798,877.616,53.197,
1234.811,568.771,1124.875,1222.599,871.439,1125.243,1221.998,542.079,976.701,1212.819,891.511,972.919,1131.023,694.455,1152.732,1123.579,725.587,1155.558,1108.977,737.937,1075.853,1103.812,711.43,1067.783,1206.789,512.441,811.956,1271.757,520.019,806.308,1231.707,503.572,725.914,1209.091,500.661,743.429,1204.511,526.913,539.328,1190.043,627.168,517.979,1134.414,491.428,370.356,1170.532,487.879,384.195,1197.678,505.472,384.311,1155.093,498.852,303.812,1147.4,520.067,111.961,1162.347,605.028,131.583,1084.998,564.603,100.967,1076.993,574.336,53.65,1088.573,532.537,60.575,1288.032,597.68,52.315,1260.958,490.305,48.934,1249.853,911.72,738.581,1219.059,921.952,761.901,1186.085,914.81,675.954,1214.826,915.007,679.767,1180.897,895.984,538.155,1182.993,795.687,519.375,1195.725,903.156,392.926,1169.765,928.727,409.407,1137.78,932.054,410.122,1151.034,925.42,320.007,1139.666,910.169,113.991,1159.231,824.892,122.801,1079.0,869.821,99.645,1069.21,873.318,57.62,1087.871,905.694,58.961,1286.213,828.63,56.642,1258.124,936.932,43.952,1382.385,535.89,51.703,1377.791,877.609,53.181,
1234.83,568.771,1124.872,1222.616,871.438,1125.247,1222.016,542.089,976.707,1212.814,891.491,972.923,1131.01,694.458,1152.733,1123.567,725.575,1155.575,1108.912,737.91,1075.854,1103.803,711.406,1067.761,1206.81,512.424,811.948,1271.772,520.012,806.311,1231.702,503.56,725.893,1209.106,500.657,743.427,1204.513,526.932,539.33,1190.028,627.165,517.979,1134.418,491.422,370.368,1170.557,487.887,384.213,1197.683,505.451,384.289,1155.094,498.855,303.819,1147.404,520.056,111.961,1162.361,605.028,131.584,1084.979,564.555,100.983,1077.003,574.351,53.648,1088.595,532.531,60.562,1288.044,597.688,52.313,1260.96,490.308,48.93,1249.864,911.699,738.563,1219.066,921.942,761.897,1186.09,914.813,675.948,1214.827,915.016,679.77,1180.888,895.969,538.147,1182.999,795.681,519.378,1195.743,903.145,392.914,1169.754,928.73,409.391,1137.771,932.048,410.118,1151.029,925.464,320.07,1139.662,910.172,113.992,1159.229,824.883,122.795,1078.994,869.847,99.662,1069.208,873.313,57.601,1087.889,905.71,58.975,1286.203,828.63,56.649,1258.127,936.93,43.956,1382.368,535.903,51.698,1377.799,877.615,53.19,
1234.841,568.753,1124.872,1222.624,871.443,1125.235,1222.026,542.073,976.707,1212.802,891.492,972.924,1131.041,694.452,1152.723,1123.623,725.581,1155.555,1108.848,737.893,1075.855,1103.744,711.395,1067.714,1206.808,512.416,811.927,1271.78,520.009,806.306,1231.715,503.559,725.903,1209.1,500.661,743.433,1204.53,526.915,539.331,1190.031,627.159,517.98,1134.205,492.004,370.071,1170.554,487.87,384.219,1197.665,505.469,384.286,1155.084,498.856,303.815,1147.38,520.053,111.973,1162.346,605.031,131.58,1084.969,564.565,101.019,1076.997,574.337,53.644,1088.595,532.543,60.562,1288.025,597.675,52.311,1260.963,490.311,48.923,1249.866,911.687,738.57,1219.056,921.923,761.9,1186.08,914.799,675.966,1214.826,914.991,679.775,1180.902,895.982,538.15,1182.983,795.659,519.364,1195.754,903.154,392.927,1169.754,928.728,409.389,1137.777,932.058,410.113,1151.026,925.423,320.002,1139.668,910.164,113.994,1159.215,824.889,122.806,1079.016,869.828,99.66,1069.209,873.328,57.606,1087.885,905.675,58.959,1286.209,828.619,56.651,1258.119,936.942,43.963,1382.387,535.89,51.705,1377.798,877.623,53.196,
1234.849,568.748,1124.858,1222.629,871.437,1125.232,1222.026,542.074,976.71,1212.825,891.489,972.925,1131.047,694.443,1152.717,1123.629,725.572,1155.556,1108.779,737.872,1075.86,1103.705,711.395,1067.684,1206.821,512.442,811.948,1271.779,519.996,806.309,1231.707,503.552,725.903,1209.11,500.655,743.431,1204.523,526.91,539.325,1190.046,627.161,517.977,1134.233,491.934,370.118,1170.565,487.83,384.224,1197.668,505.471,384.3,1155.092,498.844,303.826,1147.382,520.044,111.965,1162.351,605.029,131.578,1084.957,564.559,100.993,1077.017,574.339,53.641,1088.576,532.531,60.578,1288.042,597.694,52.316,1260.958,490.316,48.926,1249.863,911.698,738.575,1219.056,921.912,761.896,1186.086,914.797,675.952,1214.812,914.999,679.772,1180.902,895.967,538.148,1182.994,795.665,519.373,1195.738,903.145,392.92,1169.754,928.724,409.404,1137.766,932.048,410.127,1151.044,925.407,319.978,1139.665,910.169,113.998,1159.235,824.892,122.799,1079.005,869.851,99.675,1069.195,873.324,57.61,1087.866,905.667,58.95,1286.225,828.624,56.653,1258.125,936.932,43.954,1382.389,535.888,51.699,1377.792,877.626,53.2,
1234.87,568.746,1124.866,1222.641,871.436,1125.227,1222.023,542.072,976.697,1212.831,891.472,972.923,1131.063,694.447,1152.726,1123.608,725.574,1155.573,1108.74,737.863,1075.861,1103.729,711.397,1067.671,1206.824,512.422,811.943,1271.795,519.984,806.294,1231.712,503.556,725.903,1209.094,500.664,743.428,1204.528,526.889,539.327,1190.032,627.153,517.976,1134.215,492.007,370.068,1170.555,487.857,384.203,1197.675,505.456,384.294,1155.096,498.854,303.826,1147.38,520.03,111.964,1162.341,605.026,131.581,1084.954,564.551,100.991,1077.003,574.348,53.648,1088.581,532.53,60.575,1288.036,597.674,52.314,1260.968,490.305,48.927,1249.87,911.699,738.575,1219.07,921.905,761.887,1186.088,914.789,675.952,1214.825,914.966,679.763,1180.887,895.958,538.15,1182.99,795.655,519.37,1195.728,903.135,392.921,1169.756,928.724,409.398,1137.774,932.04,410.127,1151.068,925.39,319.936,1139.672,910.173,113.999,1159.217,824.892,122.802,1078.984,869.809,99.649,1069.212,873.321,57.61,1087.883,905.686,58.951,1286.227,828.637,56.664,1258.122,936.938,43.957,1382.394,535.889,51.71,1377.797,877.622,53.201,
1234.87,568.741,1124.87,1222.647,871.411,1125.226,1222.024,542.076,976.704,1212.842,891.484,972.92,1131.075,694.42,1152.729,1123.628,725.568,1155.559,1108.745,737.845,1075.868,1103.714,711.369,1067.681,1206.83,512.411,811.925,1271.804,519.992,806.312,1231.725,503.546,725.904,1209.107,500.65,743.424,1204.517,526.906,539.321,1190.024,627.148,517.983,1134.243,491.903,370.108,1170.556,487.857,384.219,1197.672,505.457,384.289,1155.101,498.834,303.805,1147.411,520.077,111.953,1162.371,605.025,131.581,1085.021,564.542,100.91,1076.984,574.35,53.662,1088.576,532.535,60.579,1288.035,597.673,52.31,1260.961,490.31,48.926,1249.882,911.688,738.564,1219.071,921.91,761.893,1186.083,914.781,675.954,1214.806,914.981,679.763,1180.891,895.961,538.151,1182.995,795.657,519.364,1195.741,903.138,392.924,1169.756,928.713,409.401,1137.777,932.047,410.125,1151.016,925.455,320.059,1139.672,910.161,113.995,1159.229,824.889,122.801,1079.003,869.814,99.665,1069.218,873.336,57.603,1087.871,905.683,58.96,1286.213,828.616,56.65,1258.126,936.928,43.956,1382.387,535.902,51.709,1377.795,877.624,53.2,
1234.87,568.736,1124.855,1222.648,871.41,1125.227,1222.054,542.066,976.698,1212.849,891.474,972.919,1131.069,694.422,1152.734,1123.635,725.552,1155.573,1108.751,737.837,1075.863,1103.74,711.372,1067.674,1206.843,512.4,811.921,1271.808,519.991,806.293,1231.738,503.537,725.907,1209.124,500.646,743.417,1204.513,526.902,539.338,1190.044,627.143,517.979,1134.247,491.836,370.143,1170.569,487.871,384.198,1197.678,505.45,384.288,1155.086,498.839,303.804,1147.415,520.082,111.955,1162.358,605.023,131.582,1085.023,564.65,100.873,1076.998,574.353,53.629,1088.563,532.53,60.578,1288.025,597.683,52.313,1260.969,490.31,48.933,1249.881,911.673,738.571,1219.077,921.899,761.887,1186.088,914.764,675.944,1214.823,914.978,679.76,1180.886,895.964,538.146,1182.989,795.661,519.361,1195.749,903.135,392.915,1169.748,928.712,409.401,1137.762,932.028,410.119,1151.024,925.412,319.992,1139.656,910.165,114.0,1159.223,824.876,122.802,1078.986,869.818,99.672,1069.216,873.334,57.611,1087.872,905.687,58.949,1286.232,828.635,56.661,1258.118,936.936,43.954,1382.376,535.903,51.7,1377.794,877.612,53.202,
1234.904,568.723,1124.864,1222.669,871.423,1125.224,1222.055,542.059,976.693,1212.84,891.47,972.912,1131.09,694.417,1152.727,1123.638,725.554,1155.557,1108.768,737.846,1075.869,1103.776,711.389,1067.674,1206.831,512.409,811.943,1271.811,519.97,806.295,1231.746,503.534,725.904,1209.131,500.641,743.429,1204.516,526.902,539.326,1190.028,627.137,517.98,1134.283,491.76,370.179,1170.559,487.856,384.214,1197.665,505.456,384.282,1155.084,498.835,303.805,1147.407,520.074,111.956,1162.358,605.015,131.586,1085.012,564.639,100.893,1077.01,574.354,53.641,1088.597,532.523,60.572,1288.033,597.689,52.312,1260.969,490.308,48.931,1249.874,911.657,738.561,1219.087,921.898,761.881,1186.099,914.774,675.948,1214.83,914.968,679.772,1180.897,895.953,538.15,1182.973,795.652,519.364,1195.742,903.124,392.914,1169.759,928.711,409.402,1137.77,932.036,410.118,1151.018,925.46,320.074,1139.664,910.156,113.996,1159.217,824.889,122.801,1078.99,869.812,99.654,1069.206,873.333,57.609,1087.874,905.684,58.955,1286.223,828.627,56.655,1258.127,936.932,43.964,1382.377,535.897,51.705,1377.791,877.626,53.202,
1234.913,568.717,1124.861,1222.671,871.399,1125.223,1222.079,542.039,976.685,1212.865,891.459,972.91,1131.106,694.434,1152.717,1123.652,725.544,1155.563,1108.767,737.825,1075.873,1103.76,711.365,1067.682,1206.852,512.418,811.951,1271.83,519.946,806.289,1231.736,503.537,725.892,1209.15,500.631,743.427,1204.53,526.892,539.321,1190.035,627.134,517.98,1134.314,491.692,370.211,1170.565,487.827,384.187,1197.684,505.45,384.285,1155.09,498.838,303.824,1147.407,520.057,111.956,1162.36,605.013,131.585,1084.999,564.606,100.908,1077.016,574.334,53.629,1088.606,532.515,60.548,1288.033,597.679,52.309,1260.965,490.302,48.925,1249.876,911.667,738.562,1219.075,921.882,761.892,1186.098,914.763,675.944,1214.82,914.953,679.78,1180.901,895.946,538.156,1182.987,795.644,519.38,1195.752,903.151,392.924,1169.764,928.705,409.406,1137.777,932.037,410.118,1151.036,925.407,319.991,1139.659,910.156,114.006,1159.228,824.889,122.802,1078.987,869.82,99.656,1069.203,873.336,57.607,1087.884,905.672,58.955,1286.237,828.621,56.676,1258.131,936.939,43.952,1382.375,535.9,51.701,1377.802,877.612,53.198,
1234.92,568.722,1124.858,1222.687,871.386,1125.216,1222.085,542.042,976.696,1212.863,891.446,972.907,1131.096,694.417,1152.725,1123.66,725.544,1155.563,1108.795,737.84,1075.858,1103.767,711.351,1067.676,1206.849,512.42,811.931,1271.824,519.963,806.289,1231.734,503.524,725.891,1209.149,500.629,743.418,1204.547,526.863,539.32,1190.039,627.127,517.976,1134.331,491.645,370.237,1170.565,487.826,384.197,1197.675,505.447,384.276,1155.087,498.832,303.805,1147.397,520.049,111.953,1162.367,605.01,131.587,1084.992,564.633,100.922,1077.016,574.324,53.639,1088.595,532.521,60.568,1288.021,597.676,52.303,1260.973,490.299,48.927,1249.887,911.653,738.567,1219.082,921.874,761.881,1186.087,914.746,675.956,1214.84,914.956,679.767,1180.904,895.947,538.154,1182.993,795.649,519.375,1195.751,903.128,392.914,1169.76,928.7,409.403,1137.771,932.034,410.135,1151.048,925.392,319.979,1139.661,910.158,114.002,1159.217,824.888,122.801,1079.004,869.836,99.695,1069.215,873.331,57.601,1087.871,905.681,58.952,1286.235,828.615,56.675,1258.122,936.928,43.961,1382.366,535.89,51.693,1377.793,877.619,53.19,
1234.919,568.71,1124.852,1222.687,871.394,1125.219,1222.086,542.031,976.692,1212.869,891.462,972.91,1131.087,694.396,1152.729,1123.699,725.532,1155.565,1108.801,737.815,1075.887,1103.783,711.352,1067.664,1206.861,512.396,811.921,1271.852,519.955,806.287,1231.745,503.525,725.903,1209.146,500.624,743.423,1204.53,526.881,539.314,1190.052,627.121,517.971,1134.344,491.571,370.258,1170.568,487.839,384.196,1197.674,505.455,384.276,1155.085,498.845,303.814,1147.407,520.047,111.947,1162.341,605.016,131.587,1084.975,564.619,100.943,1076.99,574.351,53.654,1088.571,532.533,60.565,1288.03,597.683,52.321,1260.957,490.299,48.922,1249.899,911.657,738.561,1219.088,921.872,761.886,1186.107,914.744,675.953,1214.837,914.949,679.764,1180.905,895.942,538.135,1182.996,795.639,519.357,1195.752,903.112,392.906,1169.759,928.688,409.409,1137.764,932.021,410.127,1151.068,925.377,319.942,1139.659,910.158,113.997,1159.23,824.892,122.803,1079.002,869.802,99.663,1069.221,873.324,57.598,1087.871,905.7,58.962,1286.224,828.616,56.661,1258.126,936.939,43.959,1382.384,535.902,51.704,1377.801,877.617,53.207,
1234.928,568.704,1124.834,1222.71,871.368,1125.217,1222.113,542.03,976.701,1212.877,891.439,972.906,1131.128,694.397,1152.726,1123.674,725.519,1155.552,1108.808,737.823,1075.867,1103.81,711.327,1067.677,1206.87,512.412,811.942,1271.843,519.934,806.277,1231.734,503.513,725.886,1209.147,500.624,743.417,1204.536,526.871,539.318,1190.038,627.111,517.973,1134.376,491.537,370.284,1170.572,487.834,384.195,1197.672,505.442,384.27,1155.101,498.824,303.819,1147.386,520.031,111.957,1162.361,605.016,131.584,1084.971,564.589,100.955,1077.014,574.343,53.632,1088.577,532.511,60.564,1288.045,597.666,52.319,1260.958,490.301,48.931,1249.898,911.638,738.552,1219.109,921.876,761.883,1186.114,914.74,675.947,1214.847,914.951,679.766,1180.909,895.936,538.139,1182.986,795.644,519.373,1195.75,903.132,392.924,1169.762,928.698,409.407,1137.776,932.018,410.125,1151.082,925.356,319.917,1139.666,910.155,113.998,1159.217,824.888,122.803,1079.0,869.802,99.676,1069.225,873.333,57.612,1087.87,905.671,58.957,1286.22,828.623,56.662,1258.132,936.943,43.963,1382.378,535.897,51.698,1377.796,877.623,53.197,
1234.944,568.699,1124.842,1222.711,871.376,1125.222,1222.116,542.012,976.685,1212.894,891.432,972.912,1131.12,694.389,1152.73,1123.692,725.514,1155.566,1108.815,737.8,1075.891,1103.816,711.319,1067.672,1206.885,512.38,811.916,1271.84,519.949,806.281,1231.738,503.513,725.9,1209.159,500.62,743.432,1204.547,526.858,539.325,1190.041,627.109,517.981,1134.378,491.473,370.302,1170.571,487.817,384.196,1197.67,505.43,384.254,1155.093,498.819,303.805,1147.388,520.039,111.97,1162.351,605.017,131.588,1084.975,564.51,100.991,1076.988,574.339,53.646,1088.59,532.518,60.564,1288.038,597.679,52.314,1260.946,490.301,48.93,1249.912,911.649,738.57,1219.114,921.883,761.894,1186.115,914.748,675.948,1214.851,914.954,679.759,1180.926,895.923,538.129,1182.991,795.632,519.393,1195.759,903.126,392.926,1169.765,928.697,409.404,1137.777,932.009,410.124,1151.094,925.348,319.893,1139.662,910.151,114.003,1159.229,824.881,122.809,1079.004,869.81,99.665,1069.225,873.325,57.613,1087.883,905.68,58.953,1286.218,828.636,56.66,1258.126,936.938,43.957,1382.392,535.893,51.713,1377.797,877.612,53.2,
1234.956,568.679,1124.837,1222.724,871.35,1125.216,1222.119,542.016,976.681,1212.902,891.418,972.893,1131.155,694.379,1152.718,1123.731,725.495,1155.572,1108.822,737.792,1075.884,1103.816,711.334,1067.69,1206.868,512.369,811.923,1271.848,519.919,806.276,1231.775,503.503,725.881,1209.146,500.613,743.416,1204.545,526.865,539.326,1190.041,627.12,517.977,1134.221,491.965,370.063,1170.581,487.798,384.207,1197.671,505.427,384.261,1155.097,498.826,303.813,1147.368,520.028,111.97,1162.349,605.015,131.582,1084.977,564.511,100.988,1076.981,574.345,53.651,1088.593,532.527,60.57,1288.026,597.675,52.317,1260.961,490.309,48.924,1249.911,911.635,738.567,1219.125,921.87,761.883,1186.13,914.743,675.954,1214.855,914.918,679.768,1180.909,895.928,538.163,1183.014,795.638,519.368,1195.761,903.118,392.922,1169.777,928.695,409.404,1137.792,932.019,410.136,1151.133,925.328,319.861,1139.663,910.153,114.002,1159.213,824.881,122.807,1079.009,869.845,99.669,1069.234,873.341,57.617,1087.874,905.679,58.961,1286.23,828.623,56.662,1258.119,936.941,43.955,1382.381,535.887,51.702,1377.79,877.631,53.198,
1234.98,568.66,1124.84,1222.713,871.341,1125.22,1222.135,542.009,976.693,1212.902,891.424,972.909,1131.141,694.377,1152.727,1123.735,725.488,1155.569,1108.835,737.777,1075.862,1103.829,711.32,1067.662,1206.885,512.352,811.924,1271.849,519.919,806.285,1231.765,503.488,725.881,1209.157,500.606,743.406,1204.545,526.856,539.323,1190.057,627.112,517.979,1134.251,491.884,370.101,1170.584,487.802,384.175,1197.684,505.429,384.28,1155.1,498.828,303.812,1147.414,520.074,111.938,1162.363,605.005,131.59,1085.014,564.573,100.9,1076.978,574.331,53.644,1088.571,532.517,60.564,1288.026,597.678,52.313,1260.964,490.304,48.932,1249.913,911.626,738.551,1219.114,921.864,761.891,1186.131,914.749,675.944,1214.877,914.939,679.756,1180.915,895.929,538.156,1183.008,795.624,519.37,1195.785,903.12,392.917,1169.773,928.696,409.415,1137.791,932.018,410.135,1151.15,925.322,319.826,1139.665,910.149,114.005,1159.251,824.902,122.79,1078.996,869.814,99.684,1069.213,873.332,57.625,1087.881,905.669,58.962,1286.211,828.627,56.645,1258.126,936.939,43.96,1382.38,535.896,51.71,1377.794,877.629,53.194,
1234.986,568.643,1124.833,1222.739,871.335,1125.217,1222.145,541.996,976.701,1212.921,891.417,972.912,1131.143,694.384,1152.734,1123.749,725.48,1155.569,1109.767,737.927,1075.771,1105.277,711.361,1067.958,1206.893,512.369,811.928,1271.869,519.91,806.305,1231.784,503.488,725.892,1209.167,500.596,743.42,1204.562,526.845,539.32,1190.041,627.111,517.973,1134.272,491.815,370.132,1170.586,487.797,384.197,1197.684,505.424,384.279,1155.109,498.826,303.803,1147.421,520.063,111.952,1162.347,605.002,131.583,1085.031,564.617,100.897,1077.0,574.338,53.66,1088.59,532.518,60.577,1288.023,597.662,52.312,1260.953,490.303,48.927,1249.931,911.638,738.564,1219.128,921.856,761.885,1186.137,914.726,675.953,1214.869,914.928,679.778,1180.943,895.924,538.138,1183.017,795.619,519.373,1195.77,903.102,392.917,1169.78,928.696,409.406,1137.785,931.986,410.134,1151.165,925.311,319.804,1139.676,910.152,114.009,1159.229,824.883,122.803,1079.001,869.825,99.676,1069.217,873.314,57.609,1087.895,905.704,58.966,1285.825,828.591,56.387,1258.131,936.94,43.955,1382.385,535.899,51.708,1377.806,877.616,53.187,
1234.995,568.66,1124.845,1222.738,871.31,1125.222,1222.139,541.994,976.685,1212.916,891.418,972.907,1131.173,694.353,1152.717,1123.729,725.473,1155.57,1109.773,737.904,1075.783,1105.201,711.339,1067.96,1206.917,512.341,811.93,1271.889,519.906,806.282,1231.783,503.48,725.883,1209.18,500.595,743.431,1204.548,526.861,539.317,1190.058,627.097,517.976,1134.302,491.748,370.163,1170.602,487.804,384.182,1197.689,505.421,384.27,1155.101,498.817,303.802,1147.419,520.065,111.964,1162.351,605.005,131.593,1085.015,564.62,100.902,1077.01,574.343,53.649,1088.593,532.53,60.584,1288.029,597.682,52.32,1260.957,490.301,48.936,1249.931,911.629,738.565,1219.118,921.826,761.887,1186.151,914.739,675.943,1214.883,914.95,679.749,1180.922,895.921,538.168,1183.021,795.625,519.372,1195.779,903.11,392.927,1169.779,928.687,409.411,1137.789,932.002,410.144,1151.194,925.285,319.77,1139.662,910.15,114.007,1159.233,824.877,122.802,1078.999,869.788,99.675,1069.207,873.316,57.616,1087.888,905.677,58.961,1285.806,828.598,56.382,1258.12,936.94,43.953,1382.381,535.903,51.705,1377.798,877.628,53.202,
