R_ICT X,R_ICT Y,R_ICT Z,L_ICT X,L_ICT Y,L_ICT Z,R_FTC X,R_FTC Y,R_FTC Z,L_FTC X,L_FTC Y,L_FTC Z,PEL_1 X,PEL_1 Y,PEL_1 Z,PEL_2 X,PEL_2 Y,PEL_2 Z,PEL_3 X,PEL_3 Y,PEL_3 Z,PEL_4 X,PEL_4 Y,PEL_4 Z,R_TH1 X,R_TH1 Y,R_TH1 Z,R_TH2 X,R_TH2 Y,R_TH2 Z,R_TH3 X,R_TH3 Y,R_TH3 Z,R_TH4 X,R_TH4 Y,R_TH4 Z,R_FLE X,R_FLE Y,R_FLE Z,R_FME X,R_FME Y,R_FME Z,R_SK1 X,R_SK1 Y,R_SK1 Z,R_SK2 X,R_SK2 Y,R_SK2 Z,R_SK3 X,R_SK3 Y,R_SK3 Z,R_SK4 X,R_SK4 Y,R_SK4 Z,R_FAL X,R_FAL Y,R_FAL Z,R_TAM X,R_TAM Y,R_TAM Z,R_FCC1 X,R_FCC1 Y,R_FCC1 Z,R_FCC2 X,R_FCC2 Y,R_FCC2 Z,R_FCL X,R_FCL Y,R_FCL Z,R_FM1 X,R_FM1 Y,R_FM1 Z,R_FM5 X,R_FM5 Y,R_FM5 Z,L_TH1 X,L_TH1 Y,L_TH1 Z,L_TH2 X,L_TH2 Y,L_TH2 Z,L_TH3 X,L_TH3 Y,L_TH3 Z,L_TH4 X,L_TH4 Y,L_TH4 Z,L_FLE X,L_FLE Y,L_FLE Z,L_FME X,L_FME Y,L_FME Z,L_SK1 X,L_SK1 Y,L_SK1 Z,L_SK2 X,L_SK2 Y,L_SK2 Z,L_SK3 X,L_SK3 Y,L_SK3 Z,L_SK4 X,L_SK4 Y,L_SK4 Z,L_FAL X,L_FAL Y,L_FAL Z,L_TAM X,L_TAM Y,L_TAM Z,L_FCC1 X,L_FCC1 Y,L_FCC1 Z,L_FCC2 X,L_FCC2 Y,L_FCC2 Z,L_FCL X,L_FCL Y,L_FCL Z,L_FM1 X,L_FM1 Y,L_FM1 Z,L_FM5 X,L_FM5 Y,L_FM5 Z,R_BP X,R_BP Y,R_BP Z,L_BP X,L_BP Y,L_BP Z,Unnamed: 132
1096.49,533.544,1130.171,1084.29,836.941,1128.12,1091.903,506.196,977.814,1084.43,862.118,960.299,995.343,654.256,1146.48,987.532,685.367,1149.262,969.04,696.949,1070.513,964.561,669.462,1061.89,1071.758,474.899,810.47,1137.002,483.593,807.675,1100.569,465.987,725.672,1077.088,463.261,741.802,1066.406,486.527,540.202,1050.684,590.04,526.827,995.047,448.087,374.649,1031.557,444.353,388.541,1059.086,461.288,387.825,1015.23,453.686,307.972,1005.501,471.717,110.379,1021.33,557.329,125.329,940.928,513.896,102.832,932.559,522.783,55.062,945.837,482.07,62.244,1144.145,546.912,62.825,1120.54,444.672,49.916,1144.981,862.819,835.635,1115.488,882.148,855.013,1094.568,883.048,764.89,1121.76,873.843,772.387,1036.398,855.243,539.824,1032.643,751.581,518.413,1052.237,861.238,394.711,1025.252,886.943,411.667,992.96,887.374,410.633,1007.04,881.079,321.285,1003.294,862.338,109.606,1018.069,777.168,122.546,941.315,819.094,99.727,931.592,821.542,57.418,949.007,854.471,58.55,1151.947,784.84,54.318,1118.823,891.588,47.451,1239.64,493.466,52.01,1239.814,839.268,54.652,
1096.442,533.533,1130.164,1084.252,836.919,1128.128,1091.879,506.19,977.823,1084.387,862.119,960.311,995.315,654.235,1146.47,987.497,685.343,1149.273,968.994,696.958,1070.529,964.476,669.422,1061.851,1071.75,474.877,810.472,1136.972,483.591,807.666,1100.557,465.983,725.664,1077.066,463.249,741.794,1066.416,486.516,540.214,1050.672,590.034,526.835,995.038,448.075,374.642,1031.55,444.339,388.544,1059.084,461.278,387.796,1015.231,453.668,307.972,1005.503,471.725,110.362,1021.335,557.321,125.335,940.917,513.898,102.818,932.581,522.783,55.054,945.813,482.072,62.236,1144.154,546.902,62.843,1120.542,444.668,49.917,1144.945,862.788,835.64,1115.453,882.137,855.021,1094.544,883.021,764.889,1121.716,873.808,772.379,1036.386,855.232,539.827,1032.649,751.586,518.419,1052.23,861.238,394.706,1025.243,886.944,411.657,992.97,887.369,410.631,1007.036,881.069,321.285,1003.291,862.336,109.602,1018.07,777.164,122.518,941.315,819.114,99.718,931.638,821.559,57.412,949.005,854.456,58.555,1151.943,784.85,54.324,1118.82,891.591,47.44,1239.644,493.458,52.011,1239.818,839.269,54.657,
1096.422,533.513,1130.163,1084.185,836.91,1128.125,1091.849,506.173,977.832,1084.346,862.108,960.307,995.25,654.229,1146.481,987.429,685.35,1149.273,968.896,696.874,1070.521,964.452,669.424,1061.857,1071.702,474.863,810.466,1136.95,483.553,807.673,1100.542,465.97,725.664,1077.056,463.257,741.8,1066.413,486.51,540.204,1050.658,590.03,526.836,995.024,448.081,374.637,1031.54,444.34,388.538,1059.054,461.274,387.792,1015.216,453.67,307.963,1005.484,471.718,110.376,1021.311,557.311,125.324,940.902,513.883,102.807,932.545,522.78,55.03,945.865,482.068,62.222,1144.145,546.869,62.819,1120.529,444.675,49.917,1144.922,862.781,835.638,1115.426,882.129,855.023,1094.53,883.023,764.897,1121.719,873.842,772.394,1036.361,855.242,539.821,1032.632,751.573,518.416,1052.199,861.223,394.718,1025.238,886.923,411.655,992.966,887.385,410.63,1007.017,881.09,321.277,1003.29,862.342,109.604,1018.07,777.174,122.531,941.334,819.106,99.728,931.592,821.558,57.405,949.008,854.476,58.546,1151.942,784.834,54.338,1118.831,891.584,47.456,1239.641,493.481,52.024,1239.821,839.261,54.657,
1096.383,533.515,1130.169,1084.148,836.912,1128.138,1091.822,506.163,977.822,1084.307,862.108,960.311,995.193,654.209,1146.474,987.426,685.339,1149.267,968.936,696.93,1070.521,964.411,669.399,1061.876,1071.691,474.861,810.464,1136.924,483.576,807.677,1100.522,465.956,725.676,1077.031,463.247,741.798,1066.362,486.5,540.212,1050.635,590.025,526.827,995.014,448.065,374.645,1031.514,444.346,388.545,1059.053,461.277,387.802,1015.221,453.679,307.961,1005.494,471.706,110.352,1021.318,557.316,125.327,940.943,513.95,102.791,932.54,522.767,55.037,945.834,482.064,62.217,1144.131,546.877,62.83,1120.53,444.666,49.927,1144.891,862.782,835.645,1115.393,882.145,855.024,1094.5,883.028,764.902,1121.722,873.853,772.401,1036.354,855.22,539.818,1032.6,751.57,518.408,1052.209,861.214,394.724,1025.21,886.939,411.66,992.941,887.372,410.627,1007.021,881.064,321.281,1003.293,862.334,109.605,1018.079,777.178,122.528,941.324,819.112,99.735,931.592,821.548,57.415,949.01,854.48,58.55,1151.934,784.84,54.331,1118.834,891.596,47.457,1239.644,493.461,52.041,1239.827,839.251,54.669,
1096.338,533.494,1130.18,1084.1,836.894,1128.14,1091.779,506.166,977.819,1084.278,862.106,960.315,995.152,654.215,1146.482,987.355,685.314,1149.262,968.856,696.86,1070.503,964.307,669.377,1061.88,1071.691,474.83,810.484,1136.901,483.575,807.676,1100.519,465.95,725.66,1076.992,463.234,741.796,1066.353,486.501,540.203,1050.614,590.018,526.83,995.008,448.075,374.631,1031.506,444.338,388.544,1059.035,461.277,387.776,1015.198,453.666,307.977,1005.485,471.71,110.346,1021.333,557.316,125.33,940.928,513.945,102.795,932.548,522.778,55.033,945.823,482.069,62.222,1144.136,546.882,62.829,1120.529,444.67,49.912,1144.873,862.779,835.66,1115.343,882.12,855.029,1094.474,883.012,764.907,1121.694,873.827,772.394,1036.326,855.215,539.827,1032.606,751.568,518.417,1052.177,861.234,394.717,1025.203,886.928,411.649,992.925,887.359,410.635,1007.015,881.066,321.282,1003.279,862.33,109.605,1018.074,777.18,122.517,941.311,819.096,99.724,931.601,821.557,57.413,948.995,854.462,58.54,1151.937,784.843,54.345,1118.822,891.588,47.45,1239.63,493.478,52.034,1239.808,839.269,54.683,
1096.312,533.506,1130.163,1084.049,836.885,1128.14,1091.78,506.158,977.832,1084.245,862.095,960.317,995.121,654.194,1146.478,987.223,685.327,1149.282,968.88,696.913,1070.509,964.296,669.386,1061.837,1071.642,474.862,810.482,1136.893,483.558,807.666,1100.48,465.953,725.66,1076.978,463.234,741.78,1066.343,486.493,540.209,1050.601,590.015,526.831,994.997,448.089,374.637,1031.486,444.353,388.535,1059.024,461.28,387.796,1015.192,453.666,307.97,1005.485,471.703,110.363,1021.293,557.312,125.327,940.923,513.925,102.799,932.549,522.764,55.025,945.836,482.064,62.223,1144.132,546.892,62.837,1120.532,444.669,49.92,1144.834,862.764,835.663,1115.315,882.115,855.036,1094.44,882.991,764.907,1121.672,873.836,772.392,1036.313,855.211,539.828,1032.608,751.563,518.404,1052.176,861.222,394.712,1025.178,886.895,411.654,992.923,887.374,410.628,1006.984,881.055,321.269,1003.274,862.336,109.605,1018.051,777.167,122.522,941.311,819.115,99.711,931.612,821.599,57.402,948.999,854.481,58.556,1151.933,784.84,54.341,1118.82,891.594,47.454,1239.625,493.475,52.045,1239.808,839.263,54.687,
1096.276,533.492,1130.186,1084.0,836.871,1128.144,1091.739,506.154,977.833,1084.199,862.083,960.322,995.055,654.193,1146.476,987.226,685.301,1149.261,968.781,696.845,1070.501,964.286,669.371,1061.868,1071.632,474.849,810.472,1136.869,483.554,807.681,1100.468,465.951,725.666,1076.959,463.224,741.788,1066.322,486.485,540.2,1050.583,590.009,526.832,994.986,448.056,374.63,1031.501,444.322,388.527,1059.013,461.256,387.797,1015.182,453.66,307.951,1005.475,471.706,110.347,1021.29,557.307,125.329,940.903,513.905,102.806,932.542,522.77,55.012,945.836,482.049,62.197,1144.109,546.883,62.836,1120.53,444.675,49.92,1144.811,862.757,835.677,1115.288,882.118,855.039,1094.411,883.001,764.92,1121.607,873.799,772.413,1036.295,855.212,539.822,1032.577,751.562,518.403,1052.171,861.201,394.707,1025.175,886.893,411.653,992.9,887.36,410.616,1006.974,881.071,321.279,1003.27,862.334,109.597,1018.049,777.174,122.521,941.291,819.099,99.708,931.608,821.589,57.41,948.995,854.484,58.548,1151.916,784.856,54.34,1118.822,891.58,47.45,1239.632,493.473,52.056,1239.801,839.267,54.687,
1096.234,533.481,1130.184,1083.945,836.822,1128.151,1091.712,506.145,977.825,1084.149,862.08,960.325,995.007,654.173,1146.454,987.169,685.309,1149.258,968.727,696.835,1070.504,964.253,669.361,1061.832,1071.612,474.838,810.475,1136.843,483.555,807.668,1100.449,465.931,725.654,1076.951,463.217,741.775,1066.3,486.486,540.198,1050.563,590.003,526.825,994.969,448.06,374.632,1031.492,444.324,388.504,1059.007,461.262,387.8,1015.17,453.648,307.938,1005.482,471.705,110.343,1021.293,557.312,125.333,940.901,513.877,102.793,932.548,522.762,55.016,945.807,482.043,62.199,1144.118,546.886,62.835,1120.527,444.664,49.925,1144.772,862.755,835.676,1115.243,882.118,855.047,1094.372,882.999,764.919,1121.599,873.805,772.375,1036.279,855.208,539.833,1032.55,751.554,518.398,1052.156,861.211,394.725,1025.152,886.907,411.647,992.871,887.337,410.618,1006.969,881.058,321.273,1003.27,862.34,109.598,1018.043,777.169,122.521,941.298,819.104,99.726,931.606,821.56,57.395,948.97,854.473,58.521,1151.932,784.852,54.344,1118.818,891.59,47.45,1239.625,493.479,52.05,1239.799,839.261,54.703,
1096.207,533.472,1130.174,1083.894,836.809,1128.159,1091.674,506.149,977.828,1084.11,862.082,960.333,994.944,654.174,1146.468,987.12,685.303,1149.264,968.712,696.824,1070.482,964.146,669.339,1061.824,1071.592,474.844,810.475,1136.814,483.536,807.654,1100.429,465.923,725.663,1076.926,463.199,741.784,1066.297,486.479,540.202,1050.55,589.997,526.827,994.965,448.057,374.614,1031.479,444.317,388.516,1059.004,461.239,387.789,1015.159,453.654,307.954,1005.474,471.7,110.35,1021.302,557.306,125.33,940.89,513.86,102.791,932.555,522.766,55.007,945.806,482.048,62.203,1144.129,546.876,62.833,1120.523,444.663,49.911,1144.742,862.755,835.682,1115.206,882.11,855.05,1094.34,882.99,764.923,1121.602,873.828,772.392,1036.256,855.208,539.819,1032.541,751.553,518.382,1052.112,861.208,394.71,1025.134,886.919,411.642,992.866,887.336,410.607,1006.945,881.046,321.277,1003.263,862.333,109.601,1018.041,777.163,122.519,941.3,819.121,99.727,931.596,821.567,57.401,948.98,854.464,58.526,1151.918,784.848,54.355,1118.822,891.585,47.458,1239.629,493.465,52.059,1239.802,839.263,54.724,
1096.169,533.464,1130.179,1083.856,836.803,1128.163,1091.643,506.131,977.825,1084.077,862.07,960.337,994.897,654.162,1146.449,987.077,685.288,1149.244,968.657,696.806,1070.496,964.137,669.344,1061.846,1071.561,474.833,810.463,1136.797,483.524,807.672,1100.41,465.917,725.678,1076.904,463.206,741.773,1066.272,486.466,540.214,1050.527,589.99,526.824,994.945,448.054,374.621,1031.463,444.326,388.523,1058.975,461.245,387.793,1015.152,453.651,307.943,1005.463,471.694,110.336,1021.281,557.311,125.324,940.883,513.875,102.79,932.527,522.748,55.004,945.802,482.053,62.181,1144.123,546.876,62.837,1120.526,444.663,49.931,1144.697,862.75,835.679,1115.173,882.099,855.057,1094.315,882.992,764.93,1121.556,873.83,772.398,1036.234,855.21,539.835,1032.528,751.551,518.391,1052.101,861.21,394.731,1025.094,886.878,411.643,992.848,887.328,410.618,1006.933,881.046,321.283,1003.252,862.337,109.6,1018.037,777.169,122.53,941.29,819.114,99.704,931.601,821.574,57.388,948.989,854.467,58.52,1151.914,784.854,54.35,1118.821,891.589,47.449,1239.638,493.472,52.062,1239.796,839.259,54.712,
