R_ICT X,R_ICT Y,R_ICT Z,L_ICT X,L_ICT Y,L_ICT Z,R_FTC X,R_FTC Y,R_FTC Z,L_FTC X,L_FTC Y,L_FTC Z,PEL_1 X,PEL_1 Y,PEL_1 Z,PEL_2 X,PEL_2 Y,PEL_2 Z,PEL_3 X,PEL_3 Y,PEL_3 Z,PEL_4 X,PEL_4 Y,PEL_4 Z,R_TH1 X,R_TH1 Y,R_TH1 Z,R_TH2 X,R_TH2 Y,R_TH2 Z,R_TH3 X,R_TH3 Y,R_TH3 Z,R_TH4 X,R_TH4 Y,R_TH4 Z,R_FLE X,R_FLE Y,R_FLE Z,R_FME X,R_FME Y,R_FME Z,R_SK1 X,R_SK1 Y,R_SK1 Z,R_SK2 X,R_SK2 Y,R_SK2 Z,R_SK3 X,R_SK3 Y,R_SK3 Z,R_SK4 X,R_SK4 Y,R_SK4 Z,R_FAL X,R_FAL Y,R_FAL Z,R_TAM X,R_TAM Y,R_TAM Z,R_FCC1 X,R_FCC1 Y,R_FCC1 Z,R_FCC2 X,R_FCC2 Y,R_FCC2 Z,R_FCL X,R_FCL Y,R_FCL Z,R_FM1 X,R_FM1 Y,R_FM1 Z,R_FM5 X,R_FM5 Y,R_FM5 Z,L_TH1 X,L_TH1 Y,L_TH1 Z,L_TH2 X,L_TH2 Y,L_TH2 Z,L_TH3 X,L_TH3 Y,L_TH3 Z,L_TH4 X,L_TH4 Y,L_TH4 Z,L_FLE X,L_FLE Y,L_FLE Z,L_FME X,L_FME Y,L_FME Z,L_SK1 X,L_SK1 Y,L_SK1 Z,L_SK2 X,L_SK2 Y,L_SK2 Z,L_SK3 X,L_SK3 Y,L_SK3 Z,L_SK4 X,L_SK4 Y,L_SK4 Z,L_FAL X,L_FAL Y,L_FAL Z,L_TAM X,L_TAM Y,L_TAM Z,L_FCC1 X,L_FCC1 Y,L_FCC1 Z,L_FCC2 X,L_FCC2 Y,L_FCC2 Z,L_FCL X,L_FCL Y,L_FCL Z,L_FM1 X,L_FM1 Y,L_FM1 Z,L_FM5 X,L_FM5 Y,L_FM5 Z,R_BP X,R_BP Y,R_BP Z,L_BP X,L_BP Y,L_BP Z,Unnamed: 132
1094.701,533.27,1130.315,1082.081,836.574,1128.371,1090.422,505.979,977.904,1082.455,861.884,960.504,993.283,653.829,1146.443,985.441,684.881,1149.235,966.722,697.224,1071.418,962.606,669.067,1061.726,1070.659,474.614,810.415,1135.872,483.443,807.822,1099.658,465.794,725.705,1076.146,463.032,741.802,1065.803,486.363,540.195,1049.95,589.887,526.837,994.615,447.963,374.527,1031.132,444.216,388.461,1058.674,461.162,387.76,1014.896,453.561,307.864,1005.393,471.619,110.278,1021.156,557.253,125.312,940.803,513.781,102.696,932.481,522.691,54.923,945.761,481.988,62.091,1144.046,546.879,62.915,1120.5,444.661,49.955,1143.26,862.686,835.955,1113.749,881.993,855.281,1093.047,882.875,765.095,1120.295,873.778,772.642,1035.563,855.059,539.833,1032.031,751.41,518.334,1051.642,861.143,394.686,1024.566,886.81,411.588,992.321,887.204,410.549,1006.508,880.955,321.221,1003.134,862.347,109.546,1017.889,777.188,122.498,941.182,819.16,99.606,931.532,821.602,57.268,948.928,854.519,58.426,1151.832,784.881,54.445,1118.778,891.584,47.51,1239.586,493.495,52.216,1239.717,839.237,54.948,
1094.659,533.272,1130.331,1082.04,836.572,1128.37,1090.371,505.987,977.905,1082.416,861.866,960.506,993.231,653.82,1146.458,985.404,684.889,1149.246,966.662,697.212,1071.424,962.529,669.053,1061.73,1070.621,474.594,810.397,1135.84,483.436,807.836,1099.63,465.802,725.709,1076.096,463.03,741.793,1065.762,486.369,540.203,1049.953,589.885,526.833,994.609,447.967,374.539,1031.131,444.229,388.45,1058.669,461.157,387.772,1014.884,453.559,307.876,1005.395,471.638,110.279,1021.145,557.243,125.315,940.809,513.788,102.7,932.464,522.672,54.917,945.781,482.001,62.063,1144.046,546.881,62.917,1120.511,444.652,49.95,1143.244,862.683,835.969,1113.725,881.983,855.277,1093.021,882.879,765.103,1120.279,873.76,772.642,1035.555,855.063,539.834,1032.002,751.407,518.33,1051.627,861.141,394.696,1024.567,886.787,411.592,992.334,887.214,410.545,1006.511,880.947,321.225,1003.139,862.339,109.548,1017.894,777.194,122.485,941.186,819.162,99.616,931.521,821.613,57.268,948.915,854.508,58.43,1151.841,784.885,54.438,1118.767,891.573,47.51,1239.577,493.505,52.21,1239.717,839.244,54.939,
1094.608,533.259,1130.333,1082.021,836.565,1128.377,1090.343,505.981,977.925,1082.388,861.865,960.514,993.173,653.821,1146.463,985.337,684.877,1149.229,966.605,697.253,1071.44,962.541,669.081,1061.695,1070.599,474.606,810.424,1135.787,483.424,807.837,1099.586,465.799,725.719,1076.05,463.042,741.815,1065.756,486.352,540.197,1049.926,589.881,526.838,994.587,447.971,374.525,1031.099,444.222,388.458,1058.629,461.156,387.772,1014.882,453.565,307.862,1005.392,471.61,110.277,1021.162,557.238,125.313,940.804,513.782,102.711,932.5,522.684,54.917,945.766,481.991,62.077,1144.046,546.886,62.926,1120.504,444.658,49.948,1143.223,862.685,835.96,1113.703,881.985,855.28,1093.014,882.862,765.11,1120.256,873.763,772.647,1035.551,855.063,539.83,1032.016,751.41,518.334,1051.617,861.124,394.69,1024.557,886.8,411.583,992.311,887.197,410.532,1006.501,880.957,321.22,1003.139,862.34,109.539,1017.897,777.202,122.467,941.193,819.178,99.613,931.54,821.604,57.273,948.927,854.509,58.423,1151.824,784.877,54.434,1118.773,891.583,47.51,1239.575,493.506,52.214,1239.722,839.235,54.943,
1094.559,533.26,1130.331,1081.998,836.567,1128.378,1090.278,505.978,977.915,1082.361,861.878,960.516,993.144,653.826,1146.461,985.321,684.888,1149.233,966.566,697.261,1071.448,962.502,669.121,1061.657,1070.538,474.598,810.433,1135.75,483.428,807.847,1099.563,465.791,725.727,1076.015,463.041,741.817,1065.717,486.359,540.205,1049.903,589.876,526.846,994.567,447.974,374.536,1031.09,444.212,388.466,1058.62,461.181,387.762,1014.853,453.563,307.883,1005.398,471.632,110.299,1021.169,557.244,125.312,940.801,513.778,102.706,932.498,522.693,54.931,945.77,481.99,62.062,1144.038,546.868,62.93,1120.496,444.661,49.938,1143.201,862.672,835.961,1113.686,881.984,855.288,1092.977,882.869,765.11,1120.241,873.778,772.642,1035.531,855.055,539.837,1031.994,751.397,518.334,1051.62,861.124,394.695,1024.548,886.774,411.581,992.311,887.217,410.546,1006.505,880.948,321.227,1003.131,862.361,109.558,1017.898,777.187,122.494,941.174,819.151,99.6,931.532,821.625,57.29,948.922,854.506,58.434,1151.828,784.878,54.436,1118.775,891.585,47.506,1239.586,493.496,52.228,1239.714,839.239,54.952,
1094.532,533.272,1130.354,1081.951,836.563,1128.384,1090.236,505.983,977.919,1082.325,861.863,960.52,993.095,653.817,1146.462,985.269,684.888,1149.236,966.502,697.279,1071.446,962.47,669.105,1061.662,1070.502,474.608,810.421,1135.723,483.408,807.867,1099.498,465.808,725.732,1075.992,463.043,741.812,1065.703,486.362,540.222,1049.901,589.878,526.844,994.549,447.975,374.531,1031.085,444.201,388.463,1058.613,461.157,387.77,1014.839,453.559,307.875,1005.39,471.622,110.285,1021.171,557.243,125.304,940.806,513.778,102.696,932.504,522.687,54.921,945.771,481.988,62.07,1144.041,546.869,62.93,1120.507,444.663,49.948,1143.171,862.665,835.965,1113.653,881.973,855.298,1092.965,882.861,765.116,1120.191,873.749,772.67,1035.532,855.061,539.843,1031.991,751.406,518.348,1051.591,861.129,394.695,1024.547,886.796,411.592,992.315,887.229,410.551,1006.5,880.942,321.226,1003.14,862.351,109.549,1017.893,777.193,122.487,941.187,819.151,99.599,931.511,821.569,57.258,948.928,854.509,58.433,1151.816,784.866,54.444,1118.778,891.589,47.502,1239.577,493.489,52.224,1239.709,839.238,54.944,
1094.507,533.254,1130.357,1081.929,836.578,1128.389,1090.206,505.97,977.927,1082.315,861.872,960.527,993.061,653.823,1146.46,985.262,684.89,1149.228,966.538,697.281,1071.42,962.368,669.019,1061.854,1070.472,474.607,810.431,1135.659,483.425,807.866,1099.45,465.812,725.751,1075.935,463.025,741.82,1065.666,486.364,540.208,1049.871,589.885,526.848,994.543,447.979,374.532,1031.042,444.255,388.484,1058.599,461.162,387.772,1014.825,453.559,307.887,1005.387,471.622,110.289,1021.149,557.247,125.305,940.8,513.779,102.705,932.514,522.692,54.919,945.771,481.993,62.061,1144.042,546.886,62.934,1120.505,444.657,49.951,1143.145,862.668,835.97,1113.629,881.973,855.293,1092.939,882.854,765.128,1120.187,873.765,772.666,1035.512,855.066,539.829,1031.966,751.4,518.336,1051.602,861.122,394.695,1024.546,886.794,411.593,992.308,887.227,410.538,1006.491,880.955,321.226,1003.126,862.337,109.545,1017.885,777.185,122.486,941.189,819.189,99.63,931.497,821.576,57.26,948.93,854.52,58.429,1151.828,784.876,54.443,1118.776,891.586,47.517,1239.569,493.5,52.226,1239.719,839.224,54.948,
1094.455,533.258,1130.364,1081.898,836.566,1128.392,1090.166,505.982,977.921,1082.276,861.866,960.53,993.006,653.822,1146.47,985.168,684.891,1149.226,966.472,697.299,1071.479,962.353,669.155,1061.585,1070.433,474.621,810.441,1135.642,483.412,807.854,1099.407,465.822,725.751,1075.879,463.077,741.843,1065.647,486.361,540.207,1049.855,589.877,526.847,994.523,447.985,374.539,1031.037,444.204,388.469,1058.566,461.172,387.779,1014.827,453.562,307.874,1005.397,471.615,110.283,1021.15,557.244,125.301,940.803,513.771,102.699,932.504,522.695,54.935,945.801,481.994,62.073,1144.04,546.881,62.934,1120.503,444.658,49.955,1143.133,862.672,835.97,1113.627,881.987,855.293,1092.93,882.857,765.12,1120.159,873.742,772.681,1035.496,855.057,539.835,1031.955,751.4,518.35,1051.589,861.132,394.701,1024.528,886.792,411.589,992.303,887.215,410.539,1006.493,880.945,321.226,1003.144,862.357,109.541,1017.891,777.2,122.474,941.188,819.17,99.612,931.532,821.609,57.258,948.924,854.499,58.418,1151.827,784.871,54.448,1118.783,891.593,47.507,1239.569,493.503,52.24,1239.722,839.236,54.95,
1094.413,533.256,1130.364,1081.866,836.575,1128.392,1090.119,505.972,977.93,1082.266,861.865,960.538,993.0,653.828,1146.476,985.164,684.894,1149.234,966.774,697.092,1071.288,962.379,669.04,1061.746,1070.376,474.614,810.423,1135.575,483.426,807.861,1099.384,465.824,725.766,1075.852,463.034,741.821,1065.611,486.359,540.206,1049.823,589.876,526.854,994.493,447.992,374.527,1030.992,444.268,388.478,1058.546,461.178,387.773,1014.8,453.557,307.883,1005.391,471.622,110.271,1021.152,557.247,125.301,940.792,513.783,102.693,932.515,522.7,54.925,945.768,481.985,62.098,1144.037,546.884,62.936,1120.506,444.653,49.952,1143.114,862.665,835.978,1113.59,881.97,855.296,1092.903,882.857,765.122,1120.132,873.744,772.677,1035.486,855.064,539.835,1031.923,751.386,518.352,1051.564,861.125,394.693,1024.511,886.782,411.577,992.278,887.2,410.538,1006.482,880.961,321.221,1003.133,862.348,109.549,1017.89,777.198,122.479,941.19,819.188,99.624,931.524,821.614,57.266,948.916,854.515,58.418,1151.832,784.87,54.447,1118.784,891.588,47.507,1239.579,493.489,52.227,1239.72,839.243,54.966,
1094.368,533.261,1130.366,1081.823,836.567,1128.401,1090.079,505.971,977.94,1082.227,861.871,960.53,992.93,653.83,1146.468,985.034,684.922,1149.238,966.775,697.014,1071.16,962.367,669.055,1061.75,1070.328,474.648,810.451,1135.538,483.43,807.866,1099.336,465.814,725.754,1075.816,463.036,741.831,1065.61,486.359,540.215,1049.814,589.875,526.847,994.483,447.989,374.536,1031.009,444.217,388.471,1058.536,461.164,387.782,1014.8,453.553,307.876,1005.385,471.62,110.271,1021.15,557.25,125.307,940.791,513.783,102.695,932.504,522.704,54.937,945.794,481.994,62.061,1144.041,546.88,62.94,1120.509,444.656,49.958,1143.093,862.659,835.983,1113.573,881.965,855.305,1092.913,882.868,765.129,1120.112,873.744,772.674,1035.476,855.06,539.839,1031.928,751.405,518.328,1051.566,861.136,394.696,1024.52,886.799,411.589,992.271,887.189,410.536,1006.464,880.954,321.214,1003.141,862.349,109.543,1017.875,777.205,122.481,941.184,819.168,99.604,931.538,821.63,57.277,948.924,854.505,58.424,1151.819,784.875,54.439,1118.776,891.589,47.513,1239.559,493.508,52.236,1239.718,839.236,54.962,
1094.33,533.249,1130.373,1081.801,836.575,1128.399,1090.032,505.985,977.944,1082.2,861.871,960.536,992.893,653.84,1146.462,985.038,684.915,1149.256,966.712,696.902,1071.082,962.346,669.076,1061.741,1070.285,474.626,810.428,1135.501,483.422,807.867,1099.298,465.813,725.777,1075.757,463.048,741.829,1065.568,486.368,540.216,1049.794,589.875,526.845,994.455,447.99,374.528,1030.969,444.237,388.479,1058.514,461.152,387.784,1014.766,453.561,307.88,1005.375,471.628,110.276,1021.155,557.241,125.306,940.787,513.777,102.688,932.508,522.695,54.925,945.764,481.974,62.064,1144.041,546.881,62.946,1120.499,444.647,49.963,1143.081,862.647,835.981,1113.558,881.968,855.298,1092.868,882.856,765.129,1120.093,873.744,772.692,1035.461,855.057,539.834,1031.905,751.4,518.338,1051.547,861.133,394.692,1024.501,886.798,411.585,992.267,887.21,410.534,1006.46,880.961,321.221,1003.13,862.353,109.542,1017.895,777.21,122.49,941.188,819.178,99.603,931.524,821.614,57.256,948.926,854.511,58.409,1151.838,784.866,54.444,1118.771,891.58,47.512,1239.561,493.483,52.251,1239.712,839.241,54.963,
1094.277,533.258,1130.364,1081.764,836.574,1128.402,1089.997,505.966,977.939,1082.189,861.864,960.532,992.868,653.849,1146.468,984.983,684.927,1149.238,966.714,696.859,1070.969,962.257,669.07,1061.734,1070.25,474.632,810.447,1135.454,483.419,807.874,1099.246,465.822,725.764,1075.73,463.03,741.82,1065.524,486.386,540.213,1049.78,589.878,526.847,994.44,447.975,374.526,1030.963,444.221,388.476,1058.498,461.178,387.785,1014.766,453.56,307.865,1005.378,471.617,110.275,1021.15,557.243,125.304,940.785,513.78,102.687,932.505,522.698,54.92,945.784,481.991,62.071,1144.049,546.877,62.952,1120.493,444.653,49.952,1143.049,862.654,835.977,1113.528,881.964,855.301,1092.853,882.845,765.133,1120.099,873.742,772.651,1035.446,855.065,539.827,1031.887,751.404,518.336,1051.56,861.131,394.703,1024.51,886.811,411.58,992.262,887.242,410.528,1006.475,880.957,321.214,1003.135,862.358,109.539,1017.871,777.203,122.486,941.177,819.173,99.591,931.53,821.626,57.27,948.932,854.514,58.409,1151.824,784.875,54.448,1118.782,891.585,47.508,1239.562,493.511,52.248,1239.703,839.231,54.968,
1094.24,533.253,1130.36,1081.742,836.564,1128.406,1089.946,505.961,977.937,1082.162,861.866,960.539,992.822,653.848,1146.454,984.961,684.944,1149.242,966.768,696.832,1070.859,962.265,669.062,1061.756,1070.217,474.625,810.454,1135.393,483.423,807.871,1099.188,465.833,725.777,1075.697,463.042,741.819,1065.517,486.366,540.203,1049.73,589.867,526.841,994.416,447.98,374.52,1030.938,444.224,388.461,1058.481,461.146,387.794,1014.735,453.56,307.879,1005.375,471.626,110.259,1021.12,557.248,125.303,940.779,513.782,102.68,932.496,522.694,54.908,945.787,481.99,62.044,1144.037,546.866,62.937,1120.491,444.661,49.948,1143.045,862.644,835.989,1113.513,881.963,855.313,1092.839,882.863,765.128,1120.062,873.759,772.686,1035.434,855.066,539.831,1031.884,751.401,518.33,1051.525,861.126,394.694,1024.511,886.836,411.58,992.222,887.197,410.522,1006.45,880.95,321.214,1003.125,862.351,109.542,1017.881,777.214,122.463,941.182,819.164,99.595,931.51,821.592,57.247,948.907,854.503,58.398,1151.826,784.877,54.456,1118.773,891.583,47.516,1239.564,493.496,52.248,1239.715,839.235,54.975,
1094.187,533.261,1130.375,1081.712,836.582,1128.404,1089.89,505.955,977.938,1082.136,861.872,960.533,992.78,653.875,1146.466,984.914,684.945,1149.238,966.625,696.7,1070.778,962.208,669.074,1061.733,1070.179,474.602,810.431,1135.363,483.416,807.883,1099.182,465.811,725.77,1075.609,463.113,741.858,1065.495,486.37,540.212,1049.716,589.878,526.831,994.401,447.986,374.524,1030.919,444.239,388.454,1058.457,461.154,387.783,1014.731,453.564,307.864,1005.37,471.619,110.26,1021.134,557.241,125.298,940.784,513.78,102.673,932.501,522.689,54.903,945.813,481.995,62.044,1144.025,546.882,62.951,1120.488,444.663,49.935,1143.026,862.641,835.983,1113.48,881.944,855.291,1092.822,882.861,765.132,1120.053,873.733,772.67,1035.408,855.079,539.835,1031.869,751.41,518.332,1051.521,861.148,394.693,1024.492,886.798,411.572,992.237,887.226,410.519,1006.445,880.961,321.209,1003.133,862.352,109.538,1017.886,777.215,122.469,941.173,819.175,99.592,931.518,821.595,57.258,948.913,854.521,58.411,1151.818,784.877,54.45,1118.769,891.58,47.508,1239.552,493.502,52.248,1239.71,839.226,54.972,
1094.163,533.263,1130.368,1081.682,836.572,1128.408,1089.866,505.952,977.934,1082.122,861.869,960.537,992.746,653.852,1146.453,984.856,684.963,1149.253,966.621,696.648,1070.675,962.177,669.101,1061.691,1070.144,474.62,810.43,1135.333,483.417,807.88,1099.132,465.83,725.769,1075.627,463.044,741.824,1065.456,486.382,540.199,1049.709,589.868,526.834,994.371,447.996,374.517,1030.901,444.252,388.461,1058.434,461.17,387.791,1014.709,453.563,307.872,1005.358,471.62,110.252,1021.127,557.244,125.293,940.776,513.772,102.657,932.528,522.694,54.899,945.758,481.992,62.058,1144.024,546.862,62.95,1120.508,444.668,49.96,1143.001,862.634,835.984,1113.464,881.949,855.304,1092.799,882.845,765.134,1120.027,873.739,772.679,1035.407,855.068,539.828,1031.832,751.407,518.317,1051.506,861.136,394.698,1024.495,886.824,411.571,992.225,887.24,410.518,1006.439,880.958,321.212,1003.122,862.353,109.535,1017.868,777.222,122.466,941.177,819.192,99.616,931.509,821.612,57.254,948.928,854.54,58.42,1151.825,784.877,54.451,1118.773,891.593,47.506,1239.555,493.498,52.266,1239.703,839.229,54.979,
1094.11,533.25,1130.367,1081.658,836.577,1128.41,1089.807,505.95,977.932,1082.102,861.869,960.535,992.718,653.861,1146.462,984.857,684.979,1149.241,966.562,696.619,1070.614,962.106,669.105,1061.715,1070.099,474.615,810.44,1135.282,483.42,807.863,1099.091,465.822,725.767,1075.579,463.014,741.813,1065.46,486.35,540.208,1049.666,589.878,526.835,994.361,447.989,374.515,1030.885,444.222,388.449,1058.426,461.15,387.787,1014.687,453.568,307.872,1005.358,471.623,110.258,1021.103,557.245,125.293,940.768,513.781,102.666,932.509,522.7,54.896,945.765,481.994,62.057,1144.027,546.839,62.939,1120.484,444.661,49.963,1142.989,862.639,835.99,1113.447,881.952,855.298,1092.804,882.863,765.128,1120.001,873.73,772.677,1035.384,855.081,539.83,1031.795,751.414,518.335,1051.483,861.12,394.666,1024.477,886.818,411.577,992.22,887.253,410.523,1006.433,880.976,321.207,1003.115,862.368,109.53,1017.851,777.212,122.48,941.17,819.193,99.601,931.515,821.621,57.265,948.917,854.52,58.395,1151.821,784.876,54.454,1118.768,891.582,47.51,1239.552,493.505,52.257,1239.706,839.234,54.99,
1094.067,533.258,1130.369,1081.627,836.573,1128.415,1089.77,505.958,977.923,1082.084,861.873,960.536,992.682,653.866,1146.46,984.807,684.978,1149.241,966.541,696.581,1070.53,962.144,669.137,1061.681,1070.047,474.632,810.445,1135.264,483.419,807.874,1099.062,465.84,725.759,1075.558,463.038,741.838,1065.409,486.365,540.202,1049.642,589.873,526.832,994.344,448.0,374.511,1030.852,444.219,388.458,1058.412,461.151,387.784,1014.674,453.565,307.861,1005.355,471.615,110.251,1021.111,557.245,125.3,940.771,513.782,102.669,932.48,522.678,54.893,945.764,481.99,62.043,1144.032,546.889,62.964,1120.496,444.676,49.948,1142.967,862.64,835.979,1113.431,881.955,855.291,1092.771,882.844,765.125,1119.993,873.733,772.669,1035.369,855.081,539.824,1031.779,751.424,518.321,1051.492,861.151,394.682,1024.468,886.824,411.571,992.199,887.254,410.508,1006.42,880.976,321.206,1003.112,862.367,109.534,1017.86,777.216,122.473,941.164,819.185,99.6,931.524,821.635,57.265,948.915,854.526,58.406,1151.819,784.878,54.461,1118.766,891.587,47.51,1239.554,493.498,52.269,1239.697,839.234,54.982,
1094.04,533.247,1130.371,1081.614,836.581,1128.415,1089.731,505.951,977.924,1082.057,861.877,960.53,992.664,653.873,1146.444,984.78,684.983,1149.236,966.544,696.54,1070.453,962.025,669.104,1061.692,1070.013,474.624,810.423,1135.224,483.411,807.862,1099.013,465.823,725.77,1075.518,463.022,741.817,1065.392,486.376,540.202,1049.606,589.873,526.827,994.325,447.991,374.514,1030.823,444.238,388.461,1058.379,461.165,387.771,1014.673,453.563,307.863,1005.357,471.63,110.237,1021.108,557.248,125.285,940.774,513.79,102.66,932.505,522.707,54.883,945.78,481.997,62.033,1144.04,546.861,62.944,1120.488,444.654,49.954,1142.959,862.647,835.987,1113.41,881.957,855.295,1092.756,882.856,765.126,1119.965,873.718,772.686,1035.357,855.093,539.826,1031.787,751.423,518.317,1051.476,861.142,394.678,1024.463,886.83,411.56,992.198,887.265,410.516,1006.415,880.969,321.202,1003.107,862.371,109.529,1017.856,777.219,122.481,941.162,819.201,99.597,931.511,821.633,57.256,948.911,854.534,58.393,1151.81,784.878,54.463,1118.772,891.584,47.516,1239.555,493.502,52.282,1239.699,839.225,54.987,
1094.001,533.25,1130.369,1081.558,836.571,1128.421,1089.71,505.948,977.92,1082.033,861.881,960.532,992.616,653.895,1146.445,984.738,684.979,1149.225,966.208,697.266,1071.386,961.953,669.108,1061.732,1069.988,474.64,810.442,1135.183,483.393,807.863,1098.999,465.828,725.763,1075.5,463.014,741.812,1065.367,486.386,540.182,1049.582,589.872,526.834,994.291,448.005,374.51,1030.801,444.266,388.456,1058.369,461.166,387.776,1014.641,453.564,307.853,1005.348,471.624,110.247,1021.108,557.235,125.291,940.766,513.794,102.659,932.484,522.691,54.889,945.793,481.991,62.03,1144.034,546.867,62.958,1120.488,444.663,49.961,1142.93,862.645,835.993,1113.398,881.963,855.302,1092.766,882.883,765.13,1119.967,873.734,772.684,1035.344,855.092,539.825,1031.748,751.422,518.327,1051.461,861.144,394.681,1024.457,886.846,411.567,992.186,887.268,410.501,1006.404,880.968,321.196,1003.094,862.379,109.533,1017.854,777.227,122.475,941.17,819.238,99.613,931.511,821.629,57.256,948.898,854.532,58.384,1151.815,784.88,54.46,1118.772,891.583,47.516,1239.542,493.509,52.273,1239.689,839.223,55.007,
1093.962,533.248,1130.365,1081.531,836.587,1128.416,1089.646,505.963,977.923,1082.013,861.884,960.535,992.577,653.888,1146.445,984.719,685.008,1149.215,966.275,697.111,1071.265,961.98,669.113,1061.7,1069.963,474.608,810.435,1135.151,483.405,807.87,1098.975,465.812,725.755,1075.464,463.021,741.809,1065.357,486.374,540.193,1049.568,589.874,526.816,994.283,448.0,374.502,1030.788,444.242,388.448,1058.332,461.159,387.772,1014.615,453.575,307.863,1005.349,471.616,110.25,1021.102,557.244,125.284,940.767,513.766,102.651,932.497,522.698,54.87,945.773,481.99,62.026,1144.016,546.862,62.967,1120.488,444.672,49.949,1142.909,862.645,835.982,1113.375,881.954,855.29,1092.749,882.869,765.126,1119.946,873.729,772.683,1035.329,855.085,539.823,1031.755,751.434,518.325,1051.468,861.159,394.676,1024.428,886.835,411.547,992.173,887.266,410.501,1006.394,880.977,321.191,1003.105,862.377,109.521,1017.854,777.217,122.47,941.148,819.189,99.56,931.519,821.627,57.231,948.892,854.527,58.394,1151.812,784.888,54.477,1118.766,891.58,47.514,1239.54,493.5,52.28,1239.705,839.22,55.003,
1093.912,533.261,1130.37,1081.511,836.589,1128.418,1089.594,505.953,977.93,1081.992,861.882,960.532,992.548,653.892,1146.438,984.7,685.0,1149.216,966.076,697.286,1071.363,961.919,669.15,1061.677,1069.906,474.657,810.461,1135.135,483.406,807.895,1098.948,465.803,725.757,1075.437,463.022,741.8,1065.325,486.372,540.195,1049.544,589.868,526.823,994.255,447.995,374.495,1030.772,444.241,388.445,1058.33,461.167,387.775,1014.607,453.577,307.857,1005.334,471.622,110.239,1021.088,557.242,125.279,940.754,513.785,102.659,932.487,522.687,54.853,945.759,481.99,62.017,1144.015,546.86,62.954,1120.485,444.652,49.962,1142.889,862.631,835.991,1113.347,881.959,855.3,1092.703,882.856,765.126,1119.929,873.726,772.681,1035.32,855.097,539.821,1031.696,751.43,518.324,1051.44,861.149,394.671,1024.417,886.849,411.559,992.155,887.265,410.497,1006.392,880.985,321.193,1003.1,862.38,109.523,1017.828,777.212,122.489,941.152,819.234,99.584,931.503,821.636,57.238,948.911,854.525,58.373,1151.806,784.873,54.467,1118.771,891.59,47.517,1239.548,493.504,52.295,1239.703,839.208,55.01,
1093.888,533.265,1130.368,1081.471,836.598,1128.421,1089.573,505.96,977.941,1081.957,861.884,960.535,992.514,653.882,1146.425,984.646,685.007,1149.2,966.05,697.274,1071.366,961.891,669.144,1061.697,1069.867,474.638,810.465,1135.096,483.4,807.879,1098.912,465.806,725.777,1075.421,463.025,741.816,1065.278,486.387,540.189,1049.53,589.877,526.814,994.243,447.998,374.486,1030.745,444.232,388.456,1058.319,461.149,387.777,1014.602,453.567,307.864,1005.34,471.622,110.236,1021.088,557.243,125.282,940.756,513.773,102.642,932.496,522.699,54.876,945.784,481.991,62.004,1144.021,546.882,62.968,1120.484,444.663,49.97,1142.879,862.652,835.993,1113.323,881.976,855.303,1092.691,882.88,765.127,1119.904,873.737,772.668,1035.298,855.097,539.821,1031.697,751.429,518.327,1051.424,861.156,394.67,1024.407,886.852,411.549,992.157,887.286,410.501,1006.365,880.994,321.185,1003.095,862.374,109.521,1017.841,777.224,122.465,941.156,819.235,99.587,931.524,821.624,57.219,948.916,854.54,58.382,1151.81,784.877,54.475,1118.77,891.591,47.511,1239.542,493.499,52.296,1239.692,839.219,55.013,
1093.837,533.273,1130.362,1081.43,836.576,1128.424,1089.526,505.96,977.931,1081.936,861.889,960.527,992.489,653.902,1146.435,984.627,685.013,1149.218,965.971,697.324,1071.393,961.869,669.181,1061.64,1069.833,474.659,810.408,1135.059,483.412,807.878,1098.886,465.818,725.771,1075.374,463.027,741.797,1065.256,486.385,540.203,1049.504,589.876,526.814,994.227,448.022,374.503,1030.728,444.245,388.446,1058.272,461.167,387.769,1014.573,453.561,307.85,1005.336,471.619,110.236,1021.075,557.236,125.287,940.749,513.771,102.649,932.497,522.674,54.868,945.745,481.987,62.011,1144.035,546.876,62.971,1120.485,444.673,49.951,1142.848,862.641,835.986,1113.305,881.961,855.294,1092.66,882.874,765.126,1119.886,873.722,772.676,1035.28,855.108,539.823,1031.665,751.441,518.321,1051.419,861.152,394.683,1024.406,886.853,411.561,992.128,887.272,410.491,1006.369,880.988,321.193,1003.097,862.377,109.515,1017.833,777.235,122.457,941.147,819.188,99.583,931.514,821.637,57.227,948.912,854.541,58.369,1151.802,784.88,54.469,1118.762,891.584,47.52,1239.537,493.482,52.302,1239.697,839.217,55.025,
