PEL_1 X,PEL_1 Y,PEL_1 Z,PEL_2 X,PEL_2 Y,PEL_2 Z,PEL_3 X,PEL_3 Y,PEL_3 Z,PEL_4 X,PEL_4 Y,PEL_4 Z,R_TH1 X,R_TH1 Y,R_TH1 Z,R_TH2 X,R_TH2 Y,R_TH2 Z,R_TH3 X,R_TH3 Y,R_TH3 Z,R_TH4 X,R_TH4 Y,R_TH4 Z,R_SK1 X,R_SK1 Y,R_SK1 Z,R_SK2 X,R_SK2 Y,R_SK2 Z,R_SK3 X,R_SK3 Y,R_SK3 Z,R_SK4 X,R_SK4 Y,R_SK4 Z,R_FCC1 X,R_FCC1 Y,R_FCC1 Z,R_FCC2 X,R_FCC2 Y,R_FCC2 Z,R_FCL X,R_FCL Y,R_FCL Z,L_TH1 X,L_TH1 Y,L_TH1 Z,L_TH2 X,L_TH2 Y,L_TH2 Z,L_TH3 X,L_TH3 Y,L_TH3 Z,L_TH4 X,L_TH4 Y,L_TH4 Z,L_SK1 X,L_SK1 Y,L_SK1 Z,L_SK2 X,L_SK2 Y,L_SK2 Z,L_SK3 X,L_SK3 Y,L_SK3 Z,L_SK4 X,L_SK4 Y,L_SK4 Z,L_FCC1 X,L_FCC1 Y,L_FCC1 Z,L_FCC2 X,L_FCC2 Y,L_FCC2 Z,L_FCL X,L_FCL Y,L_FCL Z,R_BP X,R_BP Y,R_BP Z,R_AKL_OUT X,R_AKL_OUT Y,R_AKL_OUT Z,R_KNEE_OUT X,R_KNEE_OUT Y,R_KNEE_OUT Z,L_BP X,L_BP Y,L_BP Z,L_AKL_OUT X,L_AKL_OUT Y,L_AKL_OUT Z,L_KNEE_OUT X,L_KNEE_OUT Y,L_KNEE_OUT Z,Unnamed: 96
1174.645,648.057,1145.632,1161.422,675.987,1153.669,1134.096,695.094,1079.044,1134.63,669.177,1066.655,1398.76,516.5,779.201,1447.942,542.616,814.505,1466.344,541.231,724.504,1440.924,528.41,724.237,1325.388,545.852,514.213,1354.983,544.656,488.818,1366.628,562.792,465.193,1276.034,552.841,465.464,1044.273,620.395,425.585,1009.517,624.004,413.583,1016.42,589.203,400.724,1353.659,882.4,797.353,1314.694,889.05,800.591,1329.834,870.944,710.363,1353.226,874.465,729.001,1358.045,820.244,432.2,1330.723,839.605,453.966,1300.91,833.934,464.146,1288.848,812.516,376.462,1120.018,714.142,191.299,1110.353,713.688,162.303,1122.334,746.878,158.266,1163.501,593.49,171.371,1091.803,575.594,380.26,1453.53,574.111,562.123,1405.701,748.873,150.214,1186.008,762.015,197.439,1388.314,826.916,587.136,
1174.568,648.105,1146.314,1161.313,676.078,1154.341,1133.788,694.929,1079.723,1134.373,668.953,1067.379,1401.157,516.713,781.697,1449.779,543.147,817.606,1469.225,541.579,727.902,1444.048,528.727,727.293,1331.01,546.205,515.317,1361.013,545.084,490.376,1372.954,563.218,466.96,1282.401,553.114,465.896,1050.975,620.347,422.154,1016.435,624.014,409.598,1023.681,589.049,396.735,1350.688,882.761,796.659,1311.688,889.36,800.315,1325.969,871.246,709.942,1349.556,874.806,728.339,1351.95,820.597,431.284,1324.682,839.931,453.165,1294.924,834.245,463.494,1282.388,812.751,375.924,1112.422,714.038,191.426,1103.044,713.66,162.5,1114.955,746.839,158.401,1175.267,594.439,170.262,1099.477,575.931,377.479,1458.512,574.532,565.174,1398.242,748.954,149.475,1178.754,762.109,197.371,1383.126,827.366,586.027,
1174.433,648.172,1147.186,1161.204,676.148,1155.087,1133.555,694.75,1080.48,1134.183,668.779,1068.209,1403.566,516.963,784.321,1451.563,543.686,820.799,1472.182,542.154,731.447,1447.023,529.084,730.442,1336.535,546.551,516.442,1367.075,545.527,492.053,1379.195,563.552,468.853,1288.725,553.476,466.252,1057.731,620.324,418.551,1023.394,623.779,405.298,1031.039,589.093,392.431,1347.671,883.018,796.028,1308.689,889.508,800.079,1322.019,871.443,709.602,1345.807,875.101,727.72,1345.816,820.79,430.179,1318.576,840.288,452.454,1288.893,834.514,463.014,1275.848,812.964,375.52,1105.259,714.104,191.635,1095.632,713.715,162.906,1107.61,746.841,158.602,1187.226,595.456,169.166,1107.104,576.134,374.695,1463.486,575.046,568.446,1390.778,749.063,148.772,1171.495,762.181,197.331,1377.844,827.747,585.014,
1174.427,648.278,1148.157,1161.074,676.232,1156.008,1133.372,694.61,1081.333,1133.996,668.578,1069.168,1405.814,517.17,787.066,1453.106,544.12,824.044,1475.432,542.989,734.918,1449.86,529.475,733.731,1341.893,546.951,517.681,1372.836,545.985,493.69,1385.286,563.936,470.656,1294.989,554.313,466.419,1064.504,620.248,414.748,1030.467,623.722,400.787,1038.682,589.177,387.694,1344.655,883.308,795.454,1305.732,889.645,799.975,1318.026,871.606,709.341,1342.005,875.347,727.157,1339.48,821.09,429.473,1312.378,840.583,451.867,1282.721,834.756,462.54,1269.253,813.136,375.171,1097.985,714.107,191.935,1088.36,713.642,163.14,1100.257,746.813,158.814,1199.327,596.497,168.067,1114.909,576.47,371.722,1468.162,575.481,571.713,1383.303,749.101,148.084,1164.27,762.238,197.3,1372.523,828.078,584.113,
1174.41,648.379,1149.213,1161.049,676.392,1157.061,1133.215,694.488,1082.358,1133.902,668.402,1070.244,1407.966,517.384,789.907,1454.572,544.51,827.396,1478.076,543.438,738.564,1452.614,529.821,737.058,1347.133,547.338,518.837,1378.468,546.404,495.434,1391.335,564.283,472.72,1301.237,554.714,466.659,1071.362,620.17,410.756,1037.661,623.652,396.04,1046.043,589.324,382.909,1341.597,883.459,794.973,1302.838,889.489,799.983,1313.993,871.723,709.17,1338.173,875.518,726.699,1332.979,821.232,429.024,1306.01,840.738,451.404,1276.491,834.957,462.256,1262.597,813.295,374.915,1090.799,714.099,192.163,1081.082,713.624,163.365,1092.932,746.847,159.046,1211.621,597.68,166.996,1122.804,576.689,368.574,1472.652,575.958,575.111,1375.853,749.178,147.418,1157.034,762.293,197.331,1367.077,828.312,583.336,
1174.432,648.558,1150.446,1161.048,676.545,1158.174,1133.096,694.366,1083.496,1133.785,668.277,1071.462,1410.01,517.62,792.785,1456.083,544.96,830.881,1480.459,543.761,742.188,1455.293,530.137,740.476,1352.28,547.716,520.0,1384.004,546.833,497.171,1397.003,565.288,474.543,1307.333,554.985,467.059,1078.277,620.237,406.645,1044.901,623.647,391.1,1053.764,589.663,377.938,1338.498,883.638,794.562,1299.81,889.584,800.055,1309.886,871.77,709.083,1334.265,875.592,726.356,1326.466,821.46,428.561,1299.618,840.89,451.052,1270.141,835.127,462.004,1255.872,813.446,374.766,1083.592,714.162,192.453,1073.792,713.617,163.699,1085.596,746.893,159.286,1224.068,598.826,165.987,1130.744,576.989,365.369,1476.949,576.376,578.538,1368.368,749.269,146.803,1149.787,762.373,197.392,1361.576,828.5,582.68,
1174.506,648.73,1151.781,1161.082,676.697,1159.406,1133.0,694.294,1084.708,1133.762,668.153,1072.813,1411.952,517.902,795.771,1457.65,545.552,834.423,1482.87,544.222,745.892,1457.787,530.497,743.934,1357.288,548.138,521.141,1389.608,547.285,498.841,1402.936,565.724,476.576,1313.349,555.364,467.364,1085.242,620.248,402.337,1052.212,623.688,386.012,1061.369,589.667,373.017,1335.397,883.747,794.219,1296.746,889.556,800.201,1305.726,871.762,709.137,1330.334,875.696,726.056,1319.885,821.618,428.235,1293.179,841.049,450.812,1263.694,835.336,461.865,1249.075,813.545,374.748,1076.382,714.224,192.805,1066.519,713.674,164.057,1078.268,746.936,159.613,1236.495,599.819,165.074,1138.785,577.257,362.011,1481.044,576.78,582.029,1360.9,749.279,146.211,1142.578,762.478,197.5,1355.94,828.59,582.135,
1174.608,648.955,1153.253,1161.168,676.923,1160.793,1132.997,694.191,1086.061,1133.785,668.051,1074.224,1413.944,518.125,798.802,1459.323,546.234,837.935,1485.138,544.768,749.726,1460.175,530.917,747.447,1362.241,548.616,522.211,1394.868,547.737,500.588,1408.704,566.221,478.612,1319.228,555.804,467.516,1092.291,620.305,397.808,1059.644,623.794,380.727,1069.207,589.798,367.738,1332.276,883.83,793.959,1293.687,889.59,800.474,1301.54,871.676,709.284,1326.327,875.67,725.892,1313.32,822.023,427.989,1286.64,841.111,450.694,1257.214,835.49,461.894,1242.254,813.627,374.813,1069.213,714.314,193.217,1059.265,713.76,164.49,1070.963,747.026,160.089,1249.126,600.876,164.167,1146.836,577.543,358.587,1484.925,577.207,585.621,1353.453,749.308,145.586,1135.365,762.543,197.684,1350.229,828.646,581.718,
1174.719,649.13,1154.808,1161.28,677.133,1162.274,1133.01,694.189,1087.558,1133.847,667.964,1075.734,1415.744,518.378,801.89,1460.617,546.741,841.472,1487.343,545.29,753.494,1462.445,531.245,750.995,1367.006,549.022,523.32,1400.087,548.19,502.369,1414.378,566.556,480.727,1325.153,556.031,467.76,1099.437,620.4,393.093,1067.207,623.932,375.281,1077.091,590.015,362.383,1329.109,883.787,793.843,1290.639,889.479,800.835,1297.321,871.534,709.575,1322.328,875.615,725.825,1306.567,822.004,427.968,1280.101,841.23,450.699,1250.831,835.437,462.139,1235.386,813.658,375.019,1062.207,714.512,193.712,1051.691,714.176,165.372,1063.717,747.152,160.523,1262.02,602.104,163.4,1154.88,577.71,355.166,1488.7,577.522,589.103,1345.992,749.309,145.015,1128.214,762.645,197.959,1344.449,828.626,581.43,
1174.844,649.353,1156.49,1161.429,677.382,1163.905,1133.062,694.175,1089.126,1133.92,667.869,1077.413,1417.443,518.632,805.028,1461.78,547.186,844.881,1489.354,545.8,757.251,1464.533,531.689,754.603,1371.581,549.461,524.486,1405.152,548.619,504.162,1420.01,567.108,482.907,1331.013,556.343,467.994,1106.667,620.572,388.244,1074.893,624.077,369.654,1085.155,590.294,356.818,1325.954,883.727,793.807,1287.569,889.357,801.288,1293.082,871.357,709.957,1318.261,875.474,725.9,1299.894,822.03,428.078,1273.48,841.359,450.828,1244.318,835.602,462.195,1228.528,813.683,375.316,1055.141,714.678,194.259,1044.533,714.226,165.884,1056.481,747.268,161.032,1274.991,603.261,162.648,1163.202,578.272,351.509,1492.208,577.942,592.71,1338.566,749.336,144.475,1121.053,762.749,198.238,1338.559,828.531,581.276,
1175.134,649.6,1158.232,1161.647,677.658,1165.588,1133.191,694.132,1090.783,1133.988,667.845,1079.184,1419.061,518.967,808.176,1462.93,547.652,848.411,1491.239,546.387,761.027,1466.481,532.081,758.143,1376.058,549.874,525.541,1410.024,549.056,505.927,1425.443,567.463,485.044,1336.653,556.676,468.258,1114.031,620.826,383.28,1082.735,624.323,363.905,1093.328,590.632,351.176,1322.772,883.611,793.865,1284.485,889.144,801.884,1288.796,871.108,710.491,1314.205,875.309,726.084,1293.119,821.967,428.161,1266.808,841.271,451.082,1237.961,835.319,462.922,1221.64,813.703,375.728,1048.094,714.854,194.903,1037.346,714.286,166.535,1049.238,747.383,161.685,1288.069,604.395,161.984,1171.543,578.69,347.837,1495.522,578.33,596.328,1331.155,749.324,143.829,1113.929,762.857,198.628,1332.619,828.4,581.252,
1175.391,649.865,1160.133,1161.859,677.956,1167.392,1133.381,694.201,1092.527,1134.137,667.866,1081.034,1420.588,519.252,811.347,1463.952,548.073,851.885,1493.037,546.878,764.76,1468.492,532.653,761.786,1380.524,550.226,526.635,1414.935,549.608,507.8,1430.865,567.874,487.029,1342.352,557.058,468.367,1121.501,621.086,378.046,1090.691,624.686,357.997,1101.648,591.042,345.388,1319.629,883.438,794.062,1281.432,888.937,802.579,1284.537,870.812,711.157,1310.138,875.107,726.376,1286.42,821.999,428.514,1260.227,841.193,451.501,1231.368,835.24,463.395,1214.781,813.679,376.248,1041.076,714.996,195.622,1030.124,714.559,167.379,1042.076,747.536,162.381,1301.249,605.459,161.411,1179.96,579.306,343.98,1498.631,578.668,599.956,1323.885,749.19,143.374,1106.862,762.975,199.077,1326.624,828.209,581.367,
1175.572,650.143,1162.041,1162.235,678.279,1169.256,1133.531,694.232,1094.39,1134.3,667.874,1082.989,1422.021,519.59,814.55,1464.935,548.453,855.367,1494.739,547.341,768.524,1470.262,533.117,765.374,1384.729,550.822,527.563,1419.583,550.004,509.503,1436.001,568.295,489.105,1347.915,557.442,468.492,1129.103,621.519,372.865,1098.812,624.86,352.098,1110.098,591.5,339.548,1316.486,883.231,794.337,1278.409,888.681,803.389,1280.267,870.479,711.943,1306.06,874.801,726.829,1279.671,821.908,428.964,1253.674,841.243,451.928,1224.74,835.069,464.06,1207.929,813.644,376.859,1034.069,715.159,196.45,1023.044,714.65,168.185,1034.95,747.687,163.174,1314.504,606.491,160.901,1188.457,579.772,340.151,1501.503,578.975,603.583,1316.303,749.368,142.759,1099.81,763.086,199.64,1320.604,827.97,581.609,
1175.894,650.428,1164.084,1162.476,678.57,1171.151,1133.96,694.399,1096.445,1134.647,667.909,1084.971,1423.35,519.995,817.726,1465.98,549.059,858.964,1496.271,547.845,772.222,1471.922,533.565,768.911,1388.746,551.227,528.43,1424.009,550.369,511.244,1441.022,568.562,491.18,1353.543,557.926,468.581,1136.985,621.936,367.444,1107.128,625.575,345.891,1118.629,591.828,333.741,1313.338,882.987,794.774,1275.377,888.354,804.316,1276.034,870.124,712.835,1302.038,874.515,727.356,1272.964,821.808,429.524,1247.001,841.136,452.571,1218.116,834.952,464.812,1200.938,813.576,377.664,1027.133,715.45,197.443,1015.861,714.884,169.251,1027.825,747.876,164.071,1327.799,607.468,160.496,1197.044,580.345,336.237,1504.123,579.499,607.206,1308.971,749.338,142.159,1092.801,763.212,200.234,1314.573,827.703,582.0,
